county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_early_voting,provisional
Navajo,05 CEDAR VALLEY,County Assessor,,,Undervotes,103,63,29,11,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,,2,,,,
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,"HARDY, MELINDA",1119,458,549,109,3
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Write-In Totals,12,4,8,0,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Undervotes,134,80,41,13,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,,3,,,,
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,"NIELSON, DALE",1139,479,552,105,3
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Write-In Totals,16,6,9,1,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Undervotes,110,57,37,16,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,,4,,,,
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",1093,456,532,102,3
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Write-In Totals,20,5,13,2,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,Judge of Superior Court Div.,,,Undervotes,152,81,53,18,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,812,356,379,74,3
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,345,140,173,32,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,108,46,46,16,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,790,338,378,71,3
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,366,155,175,36,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,109,49,45,15,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,840,358,402,77,3
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,316,137,148,31,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,109,47,48,14,0
Navajo,05 CEDAR VALLEY,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,874,370,422,79,3
Navajo,05 CEDAR VALLEY,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,281,125,128,28,0
Navajo,05 CEDAR VALLEY,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,110,47,48,15,0
Navajo,05 CEDAR VALLEY,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,927,391,445,88,3
Navajo,05 CEDAR VALLEY,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,238,111,107,20,0
Navajo,05 CEDAR VALLEY,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,100,40,46,14,0
Navajo,05 CEDAR VALLEY,PROPOSITION 207,,,YES,550,241,252,56,1
Navajo,05 CEDAR VALLEY,PROPOSITION 207,,,NO,638,263,313,61,1
Navajo,05 CEDAR VALLEY,PROPOSITION 207,,,Overvotes,1,1,0,0,0
Navajo,05 CEDAR VALLEY,PROPOSITION 207,,,Undervotes,76,37,33,5,1
Navajo,05 CEDAR VALLEY,PROPOSITION 208,,,YES,666,285,306,73,2
Navajo,05 CEDAR VALLEY,PROPOSITION 208,,,NO,532,225,262,45,0
Navajo,05 CEDAR VALLEY,PROPOSITION 208,,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,PROPOSITION 208,,,Undervotes,67,32,30,4,1
Navajo,06 STONE BUTTE,Registered Voters,,,,669,,,,
Navajo,06 STONE BUTTE,Ballots Cast,,,,464,237,171,56,0
Navajo,06 STONE BUTTE,Ballots Cast - Blank,,,,0,0,0,0,0
Navajo,06 STONE BUTTE,President,,REP,"TRUMP, PENCE",57,32,20,5,0
Navajo,06 STONE BUTTE,President,,DEM,"BIDEN, HARRIS",380,189,142,49,0
Navajo,06 STONE BUTTE,President,,LBT,"JORGENSEN, COHEN",7,4,3,0,0
Navajo,06 STONE BUTTE,President,,,Write-In Totals,0,0,0,0,0
Navajo,06 STONE BUTTE,President,,,Overvotes,14,7,5,2,0
Navajo,06 STONE BUTTE,President,,,Undervotes,6,5,1,0,0
Navajo,06 STONE BUTTE,U.S. Senate,,REP,"MCSALLY, MARTHA",55,31,19,5,0
Navajo,06 STONE BUTTE,U.S. Senate,,DEM,"KELLY, MARK",405,204,151,50,0
Navajo,06 STONE BUTTE,U.S. Senate,,,Write-In Totals,1,1,0,0,0
Navajo,06 STONE BUTTE,U.S. Senate,,,Overvotes,1,0,1,0,0
Navajo,06 STONE BUTTE,U.S. Senate,,,Undervotes,2,1,0,1,0
Navajo,06 STONE BUTTE,U.S. House,1,REP,"SHEDD, TIFFANY",62,36,21,5,0
Navajo,06 STONE BUTTE,U.S. House,1,DEM,"O'HALLERAN, TOM",397,196,150,51,0
Navajo,06 STONE BUTTE,U.S. House,1,,Write-In Totals,0,0,0,0,0
Navajo,06 STONE BUTTE,U.S. House,1,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,U.S. House,1,,Undervotes,5,5,0,0,0
Navajo,06 STONE BUTTE,State Senate,7,DEM,"PESHLAKAI, JAMESCITA",435,220,164,51,0
Navajo,06 STONE BUTTE,State Senate,7,,Write-In Totals,5,4,0,1,0
Navajo,06 STONE BUTTE,State Senate,7,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,State Senate,7,,Undervotes,24,13,7,4,0
Navajo,06 STONE BUTTE,State House,7,REP,"PARKS, JAMES ""JIM""	35",18,11,6,0,
Navajo,06 STONE BUTTE,State House,7,REP,"PEELMAN, DAVID",30,14,13,3,0
Navajo,06 STONE BUTTE,State House,7,DEM,"TELLER, ARLANDO",294,150,116,28,0
Navajo,06 STONE BUTTE,State House,7,DEM,"TSOSIE, MYRON",365,184,140,41,0
Navajo,06 STONE BUTTE,State House,7,,Write-In Totals,0,0,0,0,0
Navajo,06 STONE BUTTE,State House,7,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,State House,7,,Undervotes,204,108,62,34,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",36,22,11,3,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",39,23,11,5,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,REP,"SLOAN, ERIC",53,28,19,6,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",295,148,119,28,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,DEM,"STANFIELD, SHEA",295,145,120,30,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,DEM,"TOVAR, ANNA",295,145,114,36,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,,Write-In Totals,2,1,0,1,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,Corporation Commissioner,,,Undervotes,377,199,119,59,0
Navajo,06 STONE BUTTE,Board of Supervisors Dist. 2,,DEM,"PESHLAKAI, ALBERTO L.",436,218,164,54,0
Navajo,06 STONE BUTTE,Board of Supervisors Dist. 2,,,Write-In Totals,5,3,1,1,0
Navajo,06 STONE BUTTE,Board of Supervisors Dist. 2,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,Board of Supervisors Dist. 2,,,Undervotes,23,16,6,1,0
Navajo,06 STONE BUTTE,County Attorney,,DEM,"CARLYON, BRAD",433,217,163,53,0
Navajo,06 STONE BUTTE,County Attorney,,,Write-In Totals,6,4,1,1,0
Navajo,06 STONE BUTTE,County Attorney,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,County Attorney,,,Undervotes,25,16,7,2,0
Navajo,06 STONE BUTTE,Sheriff,,DEM,"CLOUSE, DAVID",432,216,163,53,0
Navajo,06 STONE BUTTE,Sheriff,,,Write-In Totals,6,4,1,1,0
Navajo,06 STONE BUTTE,Sheriff,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,Sheriff,,,Undervotes,26,17,7,2,0
Navajo,06 STONE BUTTE,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",442,227,162,53,0
Navajo,06 STONE BUTTE,County Treasurer,,,Write-In Totals,4,1,2,1,0
Navajo,06 STONE BUTTE,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,County Treasurer,,,Undervotes,18,9,7,2,0
Navajo,06 STONE BUTTE,County School Superintendent,,DEM,"GERLICH, JALYN",441,224,164,53,0
Navajo,06 STONE BUTTE,County School Superintendent,,,Write-In Totals,1,0,0,1,0
Navajo,06 STONE BUTTE,County School Superintendent,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,County School Superintendent,,,Undervotes,22,13,7,2,0
Navajo,06 STONE BUTTE,County Recorder,,DEM,"SAMPLE, MICHAEL",434,220,161,53,0
Navajo,06 STONE BUTTE,County Recorder,,,Write-In Totals,3,1,1,1,0
Navajo,06 STONE BUTTE,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,County Recorder,,,Undervotes,27,16,9,2,0
Navajo,06 STONE BUTTE,County Assessor,,DEM,"DARRIS, CAMMY",438,220,165,53,0
Navajo,06 STONE BUTTE,County Assessor,,,Write-In Totals,5,3,1,1,0
Navajo,06 STONE BUTTE,County Assessor,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,County Assessor,,,Undervotes,21,14,5,2,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,,2,,,,
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,"HARDY, MELINDA",415,210,156,49,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Write-In Totals,4,2,1,1,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Undervotes,45,25,14,6,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,,3,,,,
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,"NIELSON, DALE",415,210,153,52,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Write-In Totals,6,2,3,1,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Undervotes,43,25,15,3,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,,4,,,,
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",406,206,149,51,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Write-In Totals,5,3,1,1,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,Judge of Superior Court Div.,,,Undervotes,53,28,21,4,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,324,163,123,38,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,104,56,37,11,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,36,18,11,7,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,315,153,121,41,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,110,64,36,10,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,39,20,14,5,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,335,167,126,42,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,88,47,32,9,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,41,23,13,5,0
Navajo,06 STONE BUTTE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,330,164,125,41,0
Navajo,06 STONE BUTTE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,94,54,30,10,0
Navajo,06 STONE BUTTE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,40,19,16,5,0
Navajo,06 STONE BUTTE,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,354,174,138,42,0
Navajo,06 STONE BUTTE,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,72,44,20,8,0
Navajo,06 STONE BUTTE,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,1,1,0,0,0
Navajo,06 STONE BUTTE,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,37,18,13,6,0
Navajo,06 STONE BUTTE,Board Member Pinon,,,"ALLEN, BESSIE S.",185,97,64,24,0
Navajo,06 STONE BUTTE,Board Member Pinon,,,"BITSUI, MARANDA",230,107,96,27,0
Navajo,06 STONE BUTTE,Board Member Pinon,,,"MCCABE III, TOMMY",198,114,72,12,0
Navajo,06 STONE BUTTE,Board Member Pinon,,,"TACHINE, PHYLLIS",165,76,68,21,0
Navajo,06 STONE BUTTE,Board Member Pinon,,,"YAZZIE, DOROTHY R.",190,97,73,20,0
Navajo,06 STONE BUTTE,Board Member Pinon,,,Write-In Totals,8,1,7,0,0
Navajo,06 STONE BUTTE,Board Member Pinon,,,Overvotes,15,0,12,3,0
Navajo,06 STONE BUTTE,Board Member Pinon,,,Undervotes,392,219,115,58,0
Navajo,06 STONE BUTTE,Board Member Kayenta,,,"BIA, JOE JR.",1,0,1,0,0
Navajo,06 STONE BUTTE,Board Member Kayenta,,,"LEE, ROYD R.",2,0,2,0,0
Navajo,06 STONE BUTTE,Board Member Kayenta,,,"NEZ, JAMES",2,0,1,1,0
Navajo,06 STONE BUTTE,Board Member Kayenta,,,Write-In Totals,0,0,0,0,0
Navajo,06 STONE BUTTE,Board Member Kayenta,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,Board Member Kayenta,,,Undervotes,4,0,2,2,0
Navajo,06 STONE BUTTE,PROPOSITION 207,,,YES,211,112,72,27,0
Navajo,06 STONE BUTTE,PROPOSITION 207,,,NO,219,106,88,25,0
Navajo,06 STONE BUTTE,PROPOSITION 207,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,PROPOSITION 207,,,Undervotes,34,19,11,4,0
Navajo,06 STONE BUTTE,PROPOSITION 208,,,YES,252,122,95,35,0
Navajo,06 STONE BUTTE,PROPOSITION 208,,,NO,177,93,66,18,0
Navajo,06 STONE BUTTE,PROPOSITION 208,,,Overvotes,0,0,0,0,0
Navajo,06 STONE BUTTE,PROPOSITION 208,,,Undervotes,35,22,10,3,0
Navajo,07 PIONEER,Registered Voters,,,,8241,,,,
Navajo,07 PIONEER,Ballots Cast,,,,6984,2336,3722,875,51
Navajo,07 PIONEER,Ballots Cast - Blank,,,,2,1,1,0,0
Navajo,07 PIONEER,President,,REP,"TRUMP, PENCE",5988,2135,3028,782,43
Navajo,07 PIONEER,President,,DEM,"BIDEN, HARRIS",840,150,618,64,8
Navajo,07 PIONEER,President,,LBT,"JORGENSEN, COHEN",98,26,52,20,0
Navajo,07 PIONEER,President,,,Write-In Totals,25,12,7,6,0
Navajo,07 PIONEER,President,,,Overvotes,9,6,2,1,0
Navajo,07 PIONEER,President,,,Undervotes,24,7,15,2,0
Navajo,07 PIONEER,U.S. Senate,,REP,"MCSALLY, MARTHA",5876,2085,2977,775,39
Navajo,07 PIONEER,U.S. Senate,,DEM,"KELLY, MARK",958,190,674,83,11
Navajo,07 PIONEER,U.S. Senate,,,Write-In Totals,24,16,6,2,0
Navajo,07 PIONEER,U.S. Senate,,,Overvotes,3,3,0,0,0
Navajo,07 PIONEER,U.S. Senate,,,Undervotes,123,42,65,15,1
Navajo,07 PIONEER,U.S. House,1,REP,"SHEDD, TIFFANY",5751,2058,2901,754,38
Navajo,07 PIONEER,U.S. House,1,DEM,"O'HALLERAN, TOM",967,180,682,96,9
Navajo,07 PIONEER,U.S. House,1,,Write-In Totals,10,5,2,2,1
Navajo,07 PIONEER,U.S. House,1,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,U.S. House,1,,Undervotes,256,93,137,23,3
Navajo,07 PIONEER,State Senate,6,REP,"ROGERS, WENDY",5789,2064,2942,744,39
Navajo,07 PIONEER,State Senate,6,DEM,"FRENCH, FELICIA",951,190,659,92,10
Navajo,07 PIONEER,State Senate,6,,Write-In Totals,25,11,10,3,1
Navajo,07 PIONEER,State Senate,6,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,State Senate,6,,Undervotes,217,70,111,35,1
Navajo,07 PIONEER,State House,6,REP,"BARTON, BRENDA",4557,1467,2453,616,21
Navajo,07 PIONEER,State House,6,REP,"BLACKMAN, WALTER ""WALT""",5745,2011,2925,772,37
Navajo,07 PIONEER,State House,6,DEM,"EVANS, CORAL J",764,134,573,55,2
Navajo,07 PIONEER,State House,6,IND,"BABBOTT, ART",599,120,415,61,3
Navajo,07 PIONEER,State House,6,,Write-In Totals,9,4,4,0,1
Navajo,07 PIONEER,State House,6,,Overvotes,2,2,0,0,0
Navajo,07 PIONEER,State House,6,,Undervotes,2288,932,1074,244,38
Navajo,07 PIONEER,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",4868,1594,2576,675,23
Navajo,07 PIONEER,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",5107,1727,2677,680,23
Navajo,07 PIONEER,Corporation Commissioner,,REP,"SLOAN, ERIC",4861,1584,2590,664,23
Navajo,07 PIONEER,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",773,140,567,62,4
Navajo,07 PIONEER,Corporation Commissioner,,DEM,"STANFIELD, SHEA",692,119,515,54,4
Navajo,07 PIONEER,Corporation Commissioner,,DEM,"TOVAR, ANNA",783,133,581,63,6
Navajo,07 PIONEER,Corporation Commissioner,,,Write-In Totals,21,10,9,1,1
Navajo,07 PIONEER,Corporation Commissioner,,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,Corporation Commissioner,,,Undervotes,3841,1698,1651,423,69
Navajo,07 PIONEER,Board of Supervisors Dist. 3,,REP,"WHITING, JASON E.",6026,2084,3118,778,46
Navajo,07 PIONEER,Board of Supervisors Dist. 3,,,Write-In Totals,48,13,23,11,1
Navajo,07 PIONEER,Board of Supervisors Dist. 3,,,Overvotes,4,3,1,0,0
Navajo,07 PIONEER,Board of Supervisors Dist. 3,,,Undervotes,904,235,580,85,4
Navajo,07 PIONEER,County Attorney,,DEM,"CARLYON, BRAD",3524,1122,1947,428,27
Navajo,07 PIONEER,County Attorney,,,Write-In Totals,275,126,114,32,3
Navajo,07 PIONEER,County Attorney,,,Overvotes,2,1,1,0,0
Navajo,07 PIONEER,County Attorney,,,Undervotes,3181,1086,1660,414,21
Navajo,07 PIONEER,Sheriff,,DEM,"CLOUSE, DAVID",3808,1221,2068,490,29
Navajo,07 PIONEER,Sheriff,,,Write-In Totals,572,209,272,88,3
Navajo,07 PIONEER,Sheriff,,,Overvotes,1,0,0,1,0
Navajo,07 PIONEER,Sheriff,,,Undervotes,2601,905,1382,295,19
Navajo,07 PIONEER,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",3483,1118,1921,418,26
Navajo,07 PIONEER,County Treasurer,,,Write-In Totals,253,114,113,24,2
Navajo,07 PIONEER,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,County Treasurer,,,Undervotes,3246,1103,1688,432,23
Navajo,07 PIONEER,County School Superintendent,,DEM,"GERLICH, JALYN",3376,1085,1858,409,24
Navajo,07 PIONEER,County School Superintendent,,,Write-In Totals,253,117,106,28,2
Navajo,07 PIONEER,County School Superintendent,,,Overvotes,2,1,1,0,0
Navajo,07 PIONEER,County School Superintendent,,,Undervotes,3351,1132,1757,437,25
Navajo,07 PIONEER,County Recorder,,DEM,"SAMPLE, MICHAEL",3483,1102,1938,420,23
Navajo,07 PIONEER,County Recorder,,,Write-In Totals,229,105,98,24,2
Navajo,07 PIONEER,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,County Recorder,,,Undervotes,3270,1128,1686,430,26
Navajo,07 PIONEER,County Assessor,,DEM,"DARRIS, CAMMY",3569,1130,1987,429,23
Navajo,07 PIONEER,County Assessor,,,Write-In Totals,229,104,101,22,2
Navajo,07 PIONEER,County Assessor,,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,County Assessor,,,Undervotes,3184,1101,1634,423,26
Navajo,07 PIONEER,Judge of Superior Court Div.,,,,2,,,,
Navajo,07 PIONEER,Judge of Superior Court Div.,,,"HARDY, MELINDA",4040,1346,2176,487,31
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Write-In Totals,124,41,63,20,0
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Overvotes,2,1,1,0,0
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Undervotes,2816,947,1482,367,20
Navajo,07 PIONEER,Judge of Superior Court Div.,,,,3,,,,
Navajo,07 PIONEER,Judge of Superior Court Div.,,,"NIELSON, DALE",4788,1607,2548,600,33
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Write-In Totals,93,36,45,11,1
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Overvotes,2,0,2,0,0
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Undervotes,2099,692,1127,263,17
Navajo,07 PIONEER,Judge of Superior Court Div.,,,,4,,,,
Navajo,07 PIONEER,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",4224,1417,2278,501,28
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Write-In Totals,105,35,54,15,1
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,Judge of Superior Court Div.,,,Undervotes,2653,883,1390,358,22
Navajo,07 PIONEER,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,4107,1365,2209,504,29
Navajo,07 PIONEER,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,862,305,455,98,4
Navajo,07 PIONEER,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,2,1,1,0,0
Navajo,07 PIONEER,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,2011,664,1057,272,18
Navajo,07 PIONEER,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,3986,1331,2147,483,25
Navajo,07 PIONEER,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,941,322,499,113,7
Navajo,07 PIONEER,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,1,1,0,0,0
Navajo,07 PIONEER,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,2054,681,1076,278,19
Navajo,07 PIONEER,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,3945,1291,2135,492,27
Navajo,07 PIONEER,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,961,356,499,101,5
Navajo,07 PIONEER,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,3,0,2,1,0
Navajo,07 PIONEER,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,2073,688,1086,280,19
Navajo,07 PIONEER,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,3947,1308,2131,483,25
Navajo,07 PIONEER,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,952,339,501,106,6
Navajo,07 PIONEER,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,2083,688,1090,285,20
Navajo,07 PIONEER,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,3764,1256,2031,451,26
Navajo,07 PIONEER,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,1128,396,590,137,5
Navajo,07 PIONEER,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,1,0,1,0,0
Navajo,07 PIONEER,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,2089,683,1100,286,20
Navajo,07 PIONEER,Board Member Winslow,,,"GREENWOOD, SHARON B.",16,2,12,2,0
Navajo,07 PIONEER,Board Member Winslow,,,"HARTNETT, JOSEPH",11,2,9,0,0
Navajo,07 PIONEER,Board Member Winslow,,,"LEONARD, ALLEN",12,2,8,2,0
Navajo,07 PIONEER,Board Member Winslow,,,"MARTINEZ, DEBBIE",9,1,7,1,0
Navajo,07 PIONEER,Board Member Winslow,,,Write-In Totals,1,0,1,0,0
Navajo,07 PIONEER,Board Member Winslow,,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,Board Member Winslow,,,Undervotes,89,14,62,13,0
Navajo,07 PIONEER,Board Member Timber Mesa FRD,,,"ADAMS, JAMIE",45,6,34,5,0
Navajo,07 PIONEER,Board Member Timber Mesa FRD,,,"WYATT, PAUL",35,6,26,3,0
Navajo,07 PIONEER,Board Member Timber Mesa FRD,,,Write-In Totals,10,3,7,0,0
Navajo,07 PIONEER,Board Member Timber Mesa FRD,,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,Board Member Timber Mesa FRD,,,Undervotes,177,18,131,28,0
Navajo,07 PIONEER,Council Member Town of Snowflake,,,"PERKINS, ALLISON",2068,637,1148,263,20
Navajo,07 PIONEER,Council Member Town of Snowflake,,,Write-In Totals,275,149,87,32,7
Navajo,07 PIONEER,Council Member Town of Snowflake,,,Overvotes,8,6,2,0,0
Navajo,07 PIONEER,Council Member Town of Snowflake,,,Undervotes,770,236,424,102,8
Navajo,07 PIONEER,PROPOSITION 207,,,YES,2347,798,1268,259,22
Navajo,07 PIONEER,PROPOSITION 207,,,NO,4442,1456,2368,595,23
Navajo,07 PIONEER,PROPOSITION 207,,,Overvotes,1,1,0,0,0
Navajo,07 PIONEER,PROPOSITION 207,,,Undervotes,192,80,86,20,6
Navajo,07 PIONEER,PROPOSITION 208,,,YES,1626,371,1059,182,14
Navajo,07 PIONEER,PROPOSITION 208,,,NO,5142,1872,2576,663,31
