county,precinct,office,district,party,candidate,votes,early_voting,late_votes,election_day,provisional
Graham,Bylas #11,State Senate,6,,Write-ins,0,0,0,0,0
Graham,Peridot #16,State Senate,6,,Write-ins,4,0,0,4,0
Graham,Solomon #1,State Senate,19,REP,David Gowan,473,254,42,177,0
Graham,Safford #2,State Senate,19,REP,David Gowan,664,371,75,213,5
Graham,Safford #3,State Senate,19,REP,David Gowan,321,198,16,105,2
Graham,Layton #4,State Senate,19,REP,David Gowan,252,152,14,85,1
Graham,Layton #5,State Senate,19,REP,David Gowan,667,392,86,186,3
Graham,Thatcher #6,State Senate,19,REP,David Gowan,477,231,77,165,4
Graham,Thatcher #7,State Senate,19,REP,David Gowan,929,513,110,301,5
Graham,Central #8,State Senate,19,REP,David Gowan,360,182,60,113,5
Graham,Pima #9,State Senate,19,REP,David Gowan,1430,659,177,564,30
Graham,Ft. Thomas #10,State Senate,19,REP,David Gowan,154,55,25,74,0
Graham,Klondyke #12,State Senate,19,REP,David Gowan,35,28,2,5,0
Graham,Bonita #13,State Senate,19,REP,David Gowan,115,37,29,43,6
Graham,Thunderbird #14,State Senate,19,REP,David Gowan,196,100,19,75,2
Graham,Safford #15,State Senate,19,REP,David Gowan,718,439,68,208,3
Graham,Cactus #17,State Senate,19,REP,David Gowan,107,63,12,31,1
Graham,Jackson #18,State Senate,19,REP,David Gowan,646,362,80,203,1
Graham,Desert Hills #19,State Senate,19,REP,David Gowan,581,320,49,207,5
Graham,Artesia #20,State Senate,19,REP,David Gowan,403,211,42,146,4
Graham,Quatro Cerros #21,State Senate,19,REP,David Gowan,56,41,5,10,0
Graham,Gila River #22,State Senate,19,REP,David Gowan,13,7,0,6,0
Graham,Solomon #1,State Senate,19,,Write-ins,8,4,0,4,0
Graham,Safford #2,State Senate,19,,Write-ins,15,8,1,6,0
Graham,Safford #3,State Senate,19,,Write-ins,3,2,0,1,0
Graham,Layton #4,State Senate,19,,Write-ins,8,4,1,3,0
Graham,Layton #5,State Senate,19,,Write-ins,12,7,2,3,0
Graham,Thatcher #6,State Senate,19,,Write-ins,5,5,0,0,0
Graham,Thatcher #7,State Senate,19,,Write-ins,10,4,2,4,0
Graham,Central #8,State Senate,19,,Write-ins,4,2,2,0,0
Graham,Pima #9,State Senate,19,,Write-ins,4,3,0,1,0
Graham,Ft. Thomas #10,State Senate,19,,Write-ins,1,1,0,0,0
Graham,Klondyke #12,State Senate,19,,Write-ins,1,0,0,1,0
Graham,Bonita #13,State Senate,19,,Write-ins,0,0,0,0,0
Graham,Thunderbird #14,State Senate,19,,Write-ins,2,1,0,1,0
Graham,Safford #15,State Senate,19,,Write-ins,11,9,1,1,0
Graham,Cactus #17,State Senate,19,,Write-ins,6,5,0,1,0
Graham,Jackson #18,State Senate,19,,Write-ins,4,2,1,1,0
Graham,Desert Hills #19,State Senate,19,,Write-ins,3,2,1,0,0
Graham,Artesia #20,State Senate,19,,Write-ins,7,5,0,1,1
Graham,Quatro Cerros #21,State Senate,19,,Write-ins,1,1,0,0,0
Graham,Gila River #22,State Senate,19,,Write-ins,0,0,0,0,0
Graham,Bylas #11,State House,6,DEM,Mae Peshlakai,166,49,9,106,2
Graham,Peridot #16,State House,6,DEM,Mae Peshlakai,146,61,15,67,3
Graham,Bylas #11,State House,6,DEM,Myron Tsosie,198,60,12,122,4
Graham,Peridot #16,State House,6,DEM,Myron Tsosie,154,53,10,86,5
Graham,Bylas #11,State House,6,,Write-ins,0,0,0,0,0
Graham,Peridot #16,State House,6,,Write-ins,3,1,0,2,0
Graham,Solomon #1,State House,19,DEM,Sanda Clark,190,139,14,37,0
Graham,Safford #2,State House,19,DEM,Sanda Clark,294,212,27,55,0
Graham,Safford #3,State House,19,DEM,Sanda Clark,121,95,5,21,0
Graham,Layton #4,State House,19,DEM,Sanda Clark,133,100,5,28,0
Graham,Layton #5,State House,19,DEM,Sanda Clark,244,189,22,32,1
Graham,Thatcher #6,State House,19,DEM,Sanda Clark,73,50,8,15,0
Graham,Thatcher #7,State House,19,DEM,Sanda Clark,241,175,19,47,0
Graham,Central #8,State House,19,DEM,Sanda Clark,33,27,2,4,0
Graham,Pima #9,State House,19,DEM,Sanda Clark,246,177,18,51,0
Graham,Ft. Thomas #10,State House,19,DEM,Sanda Clark,17,11,3,3,0
Graham,Klondyke #12,State House,19,DEM,Sanda Clark,13,10,1,1,1
Graham,Bonita #13,State House,19,DEM,Sanda Clark,12,6,1,5,0
Graham,Thunderbird #14,State House,19,DEM,Sanda Clark,43,25,5,13,0
Graham,Safford #15,State House,19,DEM,Sanda Clark,331,254,30,46,1
Graham,Cactus #17,State House,19,DEM,Sanda Clark,39,36,0,3,0
Graham,Jackson #18,State House,19,DEM,Sanda Clark,149,93,24,32,0
Graham,Desert Hills #19,State House,19,DEM,Sanda Clark,114,94,11,8,1
Graham,Artesia #20,State House,19,DEM,Sanda Clark,91,61,9,20,1
Graham,Quatro Cerros #21,State House,19,DEM,Sanda Clark,17,15,0,2,0
Graham,Gila River #22,State House,19,DEM,Sanda Clark,10,9,0,1,0
Graham,Solomon #1,State House,19,REP,Gail Griffin,357,187,35,135,0
Graham,Safford #2,State House,19,REP,Gail Griffin,507,283,63,157,4
Graham,Safford #3,State House,19,REP,Gail Griffin,250,162,13,73,2
Graham,Layton #4,State House,19,REP,Gail Griffin,198,114,12,72,0
Graham,Layton #5,State House,19,REP,Gail Griffin,534,317,68,147,2
Graham,Thatcher #6,State House,19,REP,Gail Griffin,454,226,71,153,4
Graham,Thatcher #7,State House,19,REP,Gail Griffin,805,450,107,243,5
Graham,Central #8,State House,19,REP,Gail Griffin,363,181,67,110,5
Graham,Pima #9,State House,19,REP,Gail Griffin,1248,585,162,476,25
Graham,Ft. Thomas #10,State House,19,REP,Gail Griffin,145,52,27,66,0
Graham,Klondyke #12,State House,19,REP,Gail Griffin,36,29,2,5,0
Graham,Bonita #13,State House,19,REP,Gail Griffin,103,34,26,37,6
Graham,Thunderbird #14,State House,19,REP,Gail Griffin,168,92,15,59,2
Graham,Safford #15,State House,19,REP,Gail Griffin,566,357,52,156,1
Graham,Cactus #17,State House,19,REP,Gail Griffin,98,59,10,28,1
Graham,Jackson #18,State House,19,REP,Gail Griffin,550,314,68,167,1
Graham,Desert Hills #19,State House,19,REP,Gail Griffin,500,273,41,182,4
Graham,Artesia #20,State House,19,REP,Gail Griffin,327,178,36,109,4
Graham,Quatro Cerros #21,State House,19,REP,Gail Griffin,51,40,4,7,0
Graham,Gila River #22,State House,19,REP,Gail Griffin,7,3,0,4,0
Graham,Solomon #1,State House,19,REP,Lupe Diaz,344,172,38,134,0
Graham,Safford #2,State House,19,REP,Lupe Diaz,430,243,48,135,4
Graham,Safford #3,State House,19,REP,Lupe Diaz,237,150,13,73,1
Graham,Layton #4,State House,19,REP,Lupe Diaz,166,99,9,58,0
Graham,Layton #5,State House,19,REP,Lupe Diaz,490,274,70,144,2
Graham,Thatcher #6,State House,19,REP,Lupe Diaz,344,182,53,108,1
Graham,Thatcher #7,State House,19,REP,Lupe Diaz,673,378,88,206,1
Graham,Central #8,State House,19,REP,Lupe Diaz,291,154,63,69,5
Graham,Pima #9,State House,19,REP,Lupe Diaz,1126,525,140,440,21
Graham,Ft. Thomas #10,State House,19,REP,Lupe Diaz,116,43,23,50,0
Graham,Klondyke #12,State House,19,REP,Lupe Diaz,23,18,1,4,0
Graham,Bonita #13,State House,19,REP,Lupe Diaz,101,28,28,40,5
Graham,Thunderbird #14,State House,19,REP,Lupe Diaz,137,77,14,45,1
Graham,Safford #15,State House,19,REP,Lupe Diaz,497,314,49,133,1
Graham,Cactus #17,State House,19,REP,Lupe Diaz,77,45,6,25,1
Graham,Jackson #18,State House,19,REP,Lupe Diaz,516,297,65,154,0
Graham,Desert Hills #19,State House,19,REP,Lupe Diaz,415,230,30,150,5
Graham,Artesia #20,State House,19,REP,Lupe Diaz,297,165,33,97,2
Graham,Quatro Cerros #21,State House,19,REP,Lupe Diaz,50,38,5,7,0
Graham,Gila River #22,State House,19,REP,Lupe Diaz,9,5,0,4,0
Graham,Solomon #1,State House,19,,Write-ins,0,0,0,0,0
Graham,Safford #2,State House,19,,Write-ins,2,1,0,1,0
Graham,Safford #3,State House,19,,Write-ins,2,0,0,2,0
Graham,Layton #4,State House,19,,Write-ins,3,2,1,0,0
Graham,Layton #5,State House,19,,Write-ins,1,1,0,0,0
Graham,Thatcher #6,State House,19,,Write-ins,0,0,0,0,0
Graham,Thatcher #7,State House,19,,Write-ins,0,0,0,0,0
Graham,Central #8,State House,19,,Write-ins,0,0,0,0,0
Graham,Pima #9,State House,19,,Write-ins,6,6,0,0,0
Graham,Ft. Thomas #10,State House,19,,Write-ins,1,1,0,0,0
Graham,Klondyke #12,State House,19,,Write-ins,0,0,0,0,0
Graham,Bonita #13,State House,19,,Write-ins,0,0,0,0,0
Graham,Thunderbird #14,State House,19,,Write-ins,1,1,0,0,0
Graham,Safford #15,State House,19,,Write-ins,4,2,1,1,0
Graham,Cactus #17,State House,19,,Write-ins,4,4,0,0,0
Graham,Jackson #18,State House,19,,Write-ins,0,0,0,0,0
Graham,Desert Hills #19,State House,19,,Write-ins,3,3,0,0,0
Graham,Artesia #20,State House,19,,Write-ins,4,2,0,2,0
Graham,Quatro Cerros #21,State House,19,,Write-ins,0,0,0,0,0
Graham,Gila River #22,State House,19,,Write-ins,0,0,0,0,0
