county,office,district,party,candidate,votes,winner,write-in
Maricopa,State Representative,6,REP,Amanda Reeve,7596,,
,State Representative,6,REP,Amanda Reeve,7596,True,
Maricopa,State Representative,6,REP,Rick Robinson,2158,,
,State Representative,6,REP,Rick Robinson,2158,,
Maricopa,State Representative,6,REP,Carl Seel,7298,,
,State Representative,6,REP,Carl Seel,7298,True,
Maricopa,State Representative,6,REP,Clint Van Wuffen,2035,,
,State Representative,6,REP,Clint Van Wuffen,2035,,
Maricopa,State Representative,6,GRN,Deborah ODowd,1,,True
,State Representative,6,GRN,Deborah ODowd,1,,True
Maricopa,State Representative,7,DEM,Don Chilton,4903,,
,State Representative,7,DEM,Don Chilton,4903,True,
Maricopa,State Representative,7,DEM,Peter Royers,4660,,
,State Representative,7,DEM,Peter Royers,4660,True,
Maricopa,State Representative,7,LBT,Jim Iannuzo,87,,
,State Representative,7,LBT,Jim Iannuzo,87,True,
Maricopa,State Representative,7,REP,Craig Barton,5297,,
,State Representative,7,REP,Craig Barton,5297,,
Maricopa,State Representative,7,REP,Kristen Burroughs,5845,,
,State Representative,7,REP,Kristen Burroughs,5845,,
Maricopa,State Representative,7,REP,Heather Carter,6665,,
,State Representative,7,REP,Heather Carter,6665,True,
Maricopa,State Representative,7,REP,Michael Coskun,2632,,
,State Representative,7,REP,Michael Coskun,2632,,
Maricopa,State Representative,7,REP,Michael Edward Farrar,4222,,
,State Representative,7,REP,Michael Edward Farrar,4222,,
Maricopa,State Representative,7,REP,David Smith,8389,,
,State Representative,7,REP,David Smith,8389,True,
Maricopa,State Representative,7,REP,Howard Lee Sprague,3152,,
,State Representative,7,REP,Howard Lee Sprague,3152,,
Maricopa,State Representative,8,DEM,John Kriekard,7854,,
,State Representative,8,DEM,John Kriekard,7854,True,
Maricopa,State Representative,8,REP,Michael Blaire,5936,,
,State Representative,8,REP,Michael Blaire,5936,,
Maricopa,State Representative,8,REP,John Kavanagh,18081,,
,State Representative,8,REP,John Kavanagh,18081,True,
Maricopa,State Representative,8,REP,Ray Mahoubi,2707,,
,State Representative,8,REP,Ray Mahoubi,2707,,
Maricopa,State Representative,8,REP,Paula Pennypacker,5947,,
,State Representative,8,REP,Paula Pennypacker,5947,,
Maricopa,State Representative,8,REP,Michelle Ugenti,9581,,
,State Representative,8,REP,Michelle Ugenti,9581,True,
Maricopa,State Representative,8,REP,Eric Ulis,2679,,
,State Representative,8,REP,Eric Ulis,2679,,
Maricopa,State Representative,9,DEM,Shirley McAllister,8837,,
,State Representative,9,DEM,Shirley McAllister,8837,True,
Maricopa,State Representative,9,REP,Diane M. Douglas,8256,,
,State Representative,9,REP,Diane M. Douglas,8256,,
Maricopa,State Representative,9,REP,Rick Gray,9055,,
,State Representative,9,REP,Rick Gray,9055,True,
Maricopa,State Representative,9,REP,Debbie Lesko,14498,,
,State Representative,9,REP,Debbie Lesko,14498,True,
Maricopa,State Representative,10,DEM,Aaron Jahneke,3690,,
,State Representative,10,DEM,Aaron Jahneke,3690,True,
Maricopa,State Representative,10,DEM,Jackie Thrasher,5515,,
,State Representative,10,DEM,Jackie Thrasher,5515,True,
Maricopa,State Representative,10,REP,Bill Adams,2545,,
,State Representative,10,REP,Bill Adams,2545,,
Maricopa,State Representative,10,REP,"Doug ""Q"" Quelland",4371,,
,State Representative,10,REP,"Doug ""Q"" Quelland",4371,,
Maricopa,State Representative,10,REP,James Weiers,7218,,
,State Representative,10,REP,James Weiers,7218,True,
Maricopa,State Representative,10,REP,Kimberly Yee,6925,,
,State Representative,10,REP,Kimberly Yee,6925,True,
Maricopa,State Representative,11,DEM,Eric Meyer,10671,,
,State Representative,11,DEM,Eric Meyer,10671,True,
Maricopa,State Representative,11,REP,Shawnna Bolick,7173,,
,State Representative,11,REP,Shawnna Bolick,7173,,
Maricopa,State Representative,11,REP,Kate Brophy McGee,11155,,
,State Representative,11,REP,Kate Brophy McGee,11155,True,
Maricopa,State Representative,11,REP,Bev Kraft,6159,,
,State Representative,11,REP,Bev Kraft,6159,,
Maricopa,State Representative,11,REP,Dusti Morris (Withdrew,3806,,
,State Representative,11,REP,Dusti Morris (Withdrew,3806,,
Maricopa,State Representative,11,REP,Eric West,7847,,
,State Representative,11,REP,Eric West,7847,True,
Maricopa,State Representative,12,DEM,Angela Cotera,10087,,
,State Representative,12,DEM,Angela Cotera,10087,True,
Maricopa,State Representative,12,REP,Steve Montenegro,13531,,
,State Representative,12,REP,Steve Montenegro,13531,True,
Maricopa,State Representative,12,REP,Jerry Weiers,16423,,
,State Representative,12,REP,Jerry Weiers,16423,True,
Maricopa,State Representative,12,GRN,Justin Dahl,79,,
,State Representative,12,GRN,Justin Dahl,79,True,
Maricopa,State Representative,13,DEM,Richard Miranda,3310,,
,State Representative,13,DEM,Richard Miranda,3310,True,
Maricopa,State Representative,13,DEM,Martin J. Quezada,1727,,
,State Representative,13,DEM,Martin J. Quezada,1727,,
Maricopa,State Representative,13,DEM,Anna Tovar,3356,,
,State Representative,13,DEM,Anna Tovar,3356,True,
Maricopa,State Representative,14,DEM,Chad Campbell,2919,,
,State Representative,14,DEM,Chad Campbell,2919,True,
Maricopa,State Representative,14,DEM,Debbie McCune-Davis,3042,,
,State Representative,14,DEM,Debbie McCune-Davis,3042,True,
Maricopa,State Representative,15,DEM,Lela Alston,4347,,
,State Representative,15,DEM,Lela Alston,4347,True,
Maricopa,State Representative,15,DEM,Ken Clark,3793,,
,State Representative,15,DEM,Ken Clark,3793,,
Maricopa,State Representative,15,DEM,Katie Hobbs,4353,,
,State Representative,15,DEM,Katie Hobbs,4353,True,
Maricopa,State Representative,15,REP,Caroline B. Condit,3801,,
,State Representative,15,REP,Caroline B. Condit,3801,True,
Maricopa,State Representative,15,REP,Paul Yoder,3913,,
,State Representative,15,REP,Paul Yoder,3913,True,
Maricopa,State Representative,15,GRN,Luisa Evonne Valdez,68,,
,State Representative,15,GRN,Luisa Evonne Valdez,68,True,
Maricopa,State Representative,16,DEM,Cloves Campbell,3182,,
,State Representative,16,DEM,Cloves Campbell,3182,,
Maricopa,State Representative,16,DEM,Ruben Gallego,4149,,
,State Representative,16,DEM,Ruben Gallego,4149,True,
Maricopa,State Representative,16,DEM,Sandra Gonzales,1955,,
,State Representative,16,DEM,Sandra Gonzales,1955,,
Maricopa,State Representative,16,DEM,Cristy Lopez,842,,
,State Representative,16,DEM,Cristy Lopez,842,,
Maricopa,State Representative,16,DEM,Catherine H. Miranda,3476,,
,State Representative,16,DEM,Catherine H. Miranda,3476,True,
Maricopa,State Representative,16,DEM,"Jim Munoz, Jr.",2281,,
,State Representative,16,DEM,"Jim Munoz, Jr.",2281,,
Maricopa,State Representative,16,REP,Michael Gular,3407,,
,State Representative,16,REP,Michael Gular,3407,True,
Maricopa,State Representative,16,GRN,�ngel Torres,31,,
,State Representative,16,GRN,�ngel Torres,31,True,
Maricopa,State Representative,17,DEM,Ed Ableser,6260,,
,State Representative,17,DEM,Ed Ableser,6260,True,
Maricopa,State Representative,17,DEM,P. Ben Arredondo,6131,,
,State Representative,17,DEM,P. Ben Arredondo,6131,True,
Maricopa,State Representative,17,LBT,Cristian Dumitrescu,63,,
,State Representative,17,LBT,Cristian Dumitrescu,63,True,
Maricopa,State Representative,17,LBT,Damian Trabel,76,,
,State Representative,17,LBT,Damian Trabel,76,True,
Maricopa,State Representative,17,REP,Bob Bush,113,,True
,State Representative,17,REP,Bob Bush,113,,True
Maricopa,State Representative,17,REP,Donald Hawker,9059,,
,State Representative,17,REP,Donald Hawker,9059,True,
Maricopa,State Representative,17,REP,Steve May,1173,,True
,State Representative,17,REP,Steve May,1173,,True
Maricopa,State Representative,17,GRN,Clint Clement,2,,True
,State Representative,17,GRN,Clint Clement,2,,True
Maricopa,State Representative,17,GRN,Gregor Knauer,56,,
,State Representative,17,GRN,Gregor Knauer,56,True,
Maricopa,State Representative,18,DEM,Michael Conway,3916,,
,State Representative,18,DEM,Michael Conway,3916,True,
Maricopa,State Representative,18,LBT,Chris A.H. Will,58,,
,State Representative,18,LBT,Chris A.H. Will,58,True,
Maricopa,State Representative,18,REP,Cecil Ash,8187,,
,State Representative,18,REP,Cecil Ash,8187,True,
Maricopa,State Representative,18,REP,Steve Court,7974,,
,State Representative,18,REP,Steve Court,7974,True,
Maricopa,State Representative,19,DEM,Kit Filbey,6463,,
,State Representative,19,DEM,Kit Filbey,6463,True,
Maricopa,State Representative,19,REP,Kirk Adams,12144,,
,State Representative,19,REP,Kirk Adams,12144,True,
Maricopa,State Representative,19,REP,Justin Olson,12386,,
,State Representative,19,REP,Justin Olson,12386,True,
Maricopa,State Representative,19,REP,Scott Perkinson,9881,,
,State Representative,19,REP,Scott Perkinson,9881,,
Maricopa,State Representative,20,DEM,Rae Waters,7825,,
,State Representative,20,DEM,Rae Waters,7825,True,
Maricopa,State Representative,20,REP,Jeff Dial,13231,,
,State Representative,20,REP,Jeff Dial,13231,True,
Maricopa,State Representative,20,REP,Bob Robson,10543,,
,State Representative,20,REP,Bob Robson,10543,True,
Maricopa,State Representative,20,REP,Christopher Tolino,3775,,
,State Representative,20,REP,Christopher Tolino,3775,,
Maricopa,State Representative,20,GRN,Drew Blischak,1,,True
,State Representative,20,GRN,Drew Blischak,1,,True
Maricopa,State Representative,21,REP,Tom Forese,13379,,
,State Representative,21,REP,Tom Forese,13379,True,
Maricopa,State Representative,21,REP,J.D. Mesnard,13086,,
,State Representative,21,REP,J.D. Mesnard,13086,True,
Maricopa,State Representative,21,REP,Venessa Whitener,11026,,
,State Representative,21,REP,Venessa Whitener,11026,,
Maricopa,State Representative,21,GRN,Linda J. Mac�as,65,,
,State Representative,21,GRN,Linda J. Mac�as,65,True,
Maricopa,State Representative,22,REP,Eddie Farnsworth,15033,,
Pinal,State Representative,22,REP,Eddie Farnsworth,1694,,
,State Representative,22,REP,Eddie Farnsworth,16727,True,
Maricopa,State Representative,22,REP,Laurin Hendrix,8462,,
Pinal,State Representative,22,REP,Laurin Hendrix,860,,
,State Representative,22,REP,Laurin Hendrix,9322,,
Maricopa,State Representative,22,REP,Paul Howell,3282,,
Pinal,State Representative,22,REP,Paul Howell,414,,
,State Representative,22,REP,Paul Howell,3696,,
Maricopa,State Representative,22,REP,Brett Petillo,3031,,
Pinal,State Representative,22,REP,Brett Petillo,277,,
,State Representative,22,REP,Brett Petillo,3308,,
Maricopa,State Representative,22,REP,Kelly Townsend,4863,,
Pinal,State Representative,22,REP,Kelly Townsend,583,,
,State Representative,22,REP,Kelly Townsend,5446,,
Maricopa,State Representative,22,REP,Steve Urie,9226,,
Pinal,State Representative,22,REP,Steve Urie,709,,
,State Representative,22,REP,Steve Urie,9935,True,
Maricopa,State Representative,22,GRN,Tim Hensley,0,,True
Pinal,State Representative,22,GRN,Tim Hensley,0,,True
,State Representative,22,GRN,Tim Hensley,0,,True
Gila,State Representative,23,DEM,Ernest Bustamante,188,,
Maricopa,State Representative,23,DEM,Ernest Bustamante,457,,
Pinal,State Representative,23,DEM,Ernest Bustamante,5925,,
,State Representative,23,DEM,Ernest Bustamante,6570,True,
Gila,State Representative,23,DEM,Barbara McGuire,132,,
Maricopa,State Representative,23,DEM,Barbara McGuire,400,,
Pinal,State Representative,23,DEM,Barbara McGuire,6144,,
,State Representative,23,DEM,Barbara McGuire,6676,True,
Gila,State Representative,23,DEM,Ralph Varela,57,,
Maricopa,State Representative,23,DEM,Ralph Varela,304,,
Pinal,State Representative,23,DEM,Ralph Varela,4823,,
,State Representative,23,DEM,Ralph Varela,5184,,
Gila,State Representative,23,REP,John Fillmore,6,,
Maricopa,State Representative,23,REP,John Fillmore,403,,
Pinal,State Representative,23,REP,John Fillmore,9753,,
,State Representative,23,REP,John Fillmore,10162,True,
Gila,State Representative,23,REP,Frank Pratt,3,,
Maricopa,State Representative,23,REP,Frank Pratt,463,,
Pinal,State Representative,23,REP,Frank Pratt,9459,,
,State Representative,23,REP,Frank Pratt,9925,True,
La Paz,State Representative,24,DEM,Lynne Pancrazi,222,,
Yuma,State Representative,24,DEM,Lynne Pancrazi,5402,,
,State Representative,24,DEM,Lynne Pancrazi,5624,True,
La Paz,State Representative,24,DEM,John Weil,201,,
Yuma,State Representative,24,DEM,John Weil,3733,,
,State Representative,24,DEM,John Weil,3934,True,
La Paz,State Representative,24,REP,Russ Jones,554,,
Yuma,State Representative,24,REP,Russ Jones,8836,,
,State Representative,24,REP,Russ Jones,9390,True,
Cochise,State Representative,25,DEM,Ken Davis,1684,,
Maricopa,State Representative,25,DEM,Ken Davis,102,,
Pima,State Representative,25,DEM,Ken Davis,1247,,
Pinal,State Representative,25,DEM,Ken Davis,82,,
Santa Cruz,State Representative,25,DEM,Ken Davis,533,,
,State Representative,25,DEM,Ken Davis,3648,,
Cochise,State Representative,25,DEM,Patricia V. Fleming,3501,,
Maricopa,State Representative,25,DEM,Patricia V. Fleming,186,,
Pima,State Representative,25,DEM,Patricia V. Fleming,2439,,
Pinal,State Representative,25,DEM,Patricia V. Fleming,139,,
Santa Cruz,State Representative,25,DEM,Patricia V. Fleming,1393,,
,State Representative,25,DEM,Patricia V. Fleming,7658,True,
Cochise,State Representative,25,DEM,Ruben Ortega,3068,,
Maricopa,State Representative,25,DEM,Ruben Ortega,117,,
Pima,State Representative,25,DEM,Ruben Ortega,1337,,
Pinal,State Representative,25,DEM,Ruben Ortega,98,,
Santa Cruz,State Representative,25,DEM,Ruben Ortega,1723,,
,State Representative,25,DEM,Ruben Ortega,6343,True,
Cochise,State Representative,25,REP,Peggy Judd,5040,,
Maricopa,State Representative,25,REP,Peggy Judd,305,,
Pima,State Representative,25,REP,Peggy Judd,2592,,
Pinal,State Representative,25,REP,Peggy Judd,234,,
Santa Cruz,State Representative,25,REP,Peggy Judd,513,,
,State Representative,25,REP,Peggy Judd,8684,True,
Cochise,State Representative,25,REP,David Stevens,6099,,
Maricopa,State Representative,25,REP,David Stevens,391,,
Pima,State Representative,25,REP,David Stevens,3362,,
Pinal,State Representative,25,REP,David Stevens,323,,
Santa Cruz,State Representative,25,REP,David Stevens,602,,
,State Representative,25,REP,David Stevens,10777,True,
Pima,State Representative,26,DEM,Nancy Young Wright,13358,,
Pinal,State Representative,26,DEM,Nancy Young Wright,906,,
,State Representative,26,DEM,Nancy Young Wright,14264,True,
Pima,State Representative,26,REP,Wade McLean,9376,,
Pinal,State Representative,26,REP,Wade McLean,734,,
,State Representative,26,REP,Wade McLean,10110,,
Pima,State Representative,26,REP,Terri Proud,10866,,
Pinal,State Representative,26,REP,Terri Proud,1036,,
,State Representative,26,REP,Terri Proud,11902,True,
Pima,State Representative,26,REP,Vic Williams,13831,,
Pinal,State Representative,26,REP,Vic Williams,1753,,
,State Representative,26,REP,Vic Williams,15584,True,
Pima,State Representative,27,DEM,John Bernal,2277,,
,State Representative,27,DEM,John Bernal,2277,,
Pima,State Representative,27,DEM,Eric Carbajal Bustamante,2817,,
,State Representative,27,DEM,Eric Carbajal Bustamante,2817,,
Pima,State Representative,27,DEM,Dustin Cox,2935,,
,State Representative,27,DEM,Dustin Cox,2935,,
Pima,State Representative,27,DEM,Bob Gilby,3054,,
,State Representative,27,DEM,Bob Gilby,3054,,
Pima,State Representative,27,DEM,Sally Ann Gonzales,4126,,
,State Representative,27,DEM,Sally Ann Gonzales,4126,True,
Pima,State Representative,27,DEM,Sami Hamed,2345,,
,State Representative,27,DEM,Sami Hamed,2345,,
Pima,State Representative,27,DEM,John Kromko,2946,,
,State Representative,27,DEM,John Kromko,2946,,
Pima,State Representative,27,DEM,Macario Saldate,3504,,
,State Representative,27,DEM,Macario Saldate,3504,True,
Pima,State Representative,27,REP,Robert I. Compton,6221,,
,State Representative,27,REP,Robert I. Compton,6221,True,
Pima,State Representative,27,GRN,Kent Solberg,120,,
,State Representative,27,GRN,Kent Solberg,120,True,
Pima,State Representative,28,DEM,Steve Farley,9353,,
,State Representative,28,DEM,Steve Farley,9353,True,
Pima,State Representative,28,DEM,Ted Prezelski,2577,,
,State Representative,28,DEM,Ted Prezelski,2577,,
Pima,State Representative,28,DEM,Mohur Sidhwa,5231,,
,State Representative,28,DEM,Mohur Sidhwa,5231,,
Pima,State Representative,28,DEM,Tim Sultan,3877,,
,State Representative,28,DEM,Tim Sultan,3877,,
Pima,State Representative,28,DEM,Bruce Wheeler,5719,,
,State Representative,28,DEM,Bruce Wheeler,5719,True,
Pima,State Representative,28,REP,Greg Krino (Withdrew,0,,
,State Representative,28,REP,Greg Krino (Withdrew,0,,
Pima,State Representative,28,REP,Ken Smalley,8287,,
,State Representative,28,REP,Ken Smalley,8287,True,
Pima,State Representative,29,DEM,Matt Heinz,6519,,
,State Representative,29,DEM,Matt Heinz,6519,True,
Pima,State Representative,29,DEM,Daniel Patterson,6878,,
,State Representative,29,DEM,Daniel Patterson,6878,True,
Pima,State Representative,29,REP,Pat Kilburn,6303,,
,State Representative,29,REP,Pat Kilburn,6303,True,
Cochise,State Representative,30,DEM,Andrea Dalessandro,1714,,
Pima,State Representative,30,DEM,Andrea Dalessandro,12534,,
Santa Cruz,State Representative,30,DEM,Andrea Dalessandro,470,,
,State Representative,30,DEM,Andrea Dalessandro,14718,True,
Cochise,State Representative,30,REP,Brian Abbott,448,,
Pima,State Representative,30,REP,Brian Abbott,3086,,
Santa Cruz,State Representative,30,REP,Brian Abbott,57,,
,State Representative,30,REP,Brian Abbott,3591,,
Cochise,State Representative,30,REP,David Gowan,3300,,
Pima,State Representative,30,REP,David Gowan,14574,,
Santa Cruz,State Representative,30,REP,David Gowan,408,,
,State Representative,30,REP,David Gowan,18282,True,
Cochise,State Representative,30,REP,Kurt Knurr,696,,
Pima,State Representative,30,REP,Kurt Knurr,4426,,
Santa Cruz,State Representative,30,REP,Kurt Knurr,161,,
,State Representative,30,REP,Kurt Knurr,5283,,
Cochise,State Representative,30,REP,Parralee Schneider,554,,
Pima,State Representative,30,REP,Parralee Schneider,4371,,
Santa Cruz,State Representative,30,REP,Parralee Schneider,51,,
,State Representative,30,REP,Parralee Schneider,4976,,
Cochise,State Representative,30,REP,Doug Sposito,838,,
Pima,State Representative,30,REP,Doug Sposito,5330,,
Santa Cruz,State Representative,30,REP,Doug Sposito,189,,
,State Representative,30,REP,Doug Sposito,6357,,
Cochise,State Representative,30,REP,Ted Vogt,2255,,
Pima,State Representative,30,REP,Ted Vogt,12721,,
Santa Cruz,State Representative,30,REP,Ted Vogt,323,,
,State Representative,30,REP,Ted Vogt,15299,True,
Apache,Secretary of State,,DEM,Chris Deschene,8056,,
Cochise,Secretary of State,,DEM,Chris Deschene,4655,,
Coconino,Secretary of State,,DEM,Chris Deschene,5602,,
Gila,Secretary of State,,DEM,Chris Deschene,2142,,
Graham,Secretary of State,,DEM,Chris Deschene,1072,,
Greenlee,Secretary of State,,DEM,Chris Deschene,517,,
La Paz,Secretary of State,,DEM,Chris Deschene,340,,
Maricopa,Secretary of State,,DEM,Chris Deschene,80735,,
Mohave,Secretary of State,,DEM,Chris Deschene,2775,,
Navajo,Secretary of State,,DEM,Chris Deschene,5521,,
Pima,Secretary of State,,DEM,Chris Deschene,42694,,
Pinal,Secretary of State,,DEM,Chris Deschene,8188,,
Santa Cruz,Secretary of State,,DEM,Chris Deschene,1766,,
Yavapai,Secretary of State,,DEM,Chris Deschene,6475,,
Yuma,Secretary of State,,DEM,Chris Deschene,3776,,
,Secretary of State,,DEM,Chris Deschene,174314,True,
Apache,Secretary of State,,DEM,Sam Wercinski,1201,,
Cochise,Secretary of State,,DEM,Sam Wercinski,2285,,
Coconino,Secretary of State,,DEM,Sam Wercinski,2451,,
Gila,Secretary of State,,DEM,Sam Wercinski,1095,,
Graham,Secretary of State,,DEM,Sam Wercinski,529,,
Greenlee,Secretary of State,,DEM,Sam Wercinski,327,,
La Paz,Secretary of State,,DEM,Sam Wercinski,206,,
Maricopa,Secretary of State,,DEM,Sam Wercinski,58021,,
Mohave,Secretary of State,,DEM,Sam Wercinski,1831,,
Navajo,Secretary of State,,DEM,Sam Wercinski,1513,,
Pima,Secretary of State,,DEM,Sam Wercinski,22142,,
Pinal,Secretary of State,,DEM,Sam Wercinski,4662,,
Santa Cruz,Secretary of State,,DEM,Sam Wercinski,1001,,
Yavapai,Secretary of State,,DEM,Sam Wercinski,3735,,
Yuma,Secretary of State,,DEM,Sam Wercinski,2287,,
,Secretary of State,,DEM,Sam Wercinski,103286,,
Apache,Secretary of State,,REP,Ken Bennett,2537,,
Cochise,Secretary of State,,REP,Ken Bennett,11506,,
Coconino,Secretary of State,,REP,Ken Bennett,6559,,
Gila,Secretary of State,,REP,Ken Bennett,5000,,
Graham,Secretary of State,,REP,Ken Bennett,2686,,
Greenlee,Secretary of State,,REP,Ken Bennett,375,,
La Paz,Secretary of State,,REP,Ken Bennett,1199,,
Maricopa,Secretary of State,,REP,Ken Bennett,290876,,
Mohave,Secretary of State,,REP,Ken Bennett,16181,,
Navajo,Secretary of State,,REP,Ken Bennett,7411,,
Pima,Secretary of State,,REP,Ken Bennett,71858,,
Pinal,Secretary of State,,REP,Ken Bennett,18374,,
Santa Cruz,Secretary of State,,REP,Ken Bennett,1336,,
Yavapai,Secretary of State,,REP,Ken Bennett,30658,,
Yuma,Secretary of State,,REP,Ken Bennett,8094,,
,Secretary of State,,REP,Ken Bennett,474650,True,
Apache,Secretary of State,,GRN,Michelle Lochmann,4,,True
Cochise,Secretary of State,,GRN,Michelle Lochmann,2,,True
Coconino,Secretary of State,,GRN,Michelle Lochmann,5,,True
Gila,Secretary of State,,GRN,Michelle Lochmann,0,,True
Graham,Secretary of State,,GRN,Michelle Lochmann,0,,True
Greenlee,Secretary of State,,GRN,Michelle Lochmann,1,,True
La Paz,Secretary of State,,GRN,Michelle Lochmann,0,,True
Maricopa,Secretary of State,,GRN,Michelle Lochmann,17,,True
Mohave,Secretary of State,,GRN,Michelle Lochmann,3,,True
Navajo,Secretary of State,,GRN,Michelle Lochmann,2,,True
Pima,Secretary of State,,GRN,Michelle Lochmann,12,,True
Pinal,Secretary of State,,GRN,Michelle Lochmann,6,,True
Santa Cruz,Secretary of State,,GRN,Michelle Lochmann,0,,True
Yavapai,Secretary of State,,GRN,Michelle Lochmann,10,,True
Yuma,Secretary of State,,GRN,Michelle Lochmann,1,,True
,Secretary of State,,GRN,Michelle Lochmann,63,,True
Apache,Attorney General,,DEM,David Lujan,4219,,
Cochise,Attorney General,,DEM,David Lujan,2613,,
Coconino,Attorney General,,DEM,David Lujan,3822,,
Gila,Attorney General,,DEM,David Lujan,1507,,
Graham,Attorney General,,DEM,David Lujan,969,,
Greenlee,Attorney General,,DEM,David Lujan,642,,
La Paz,Attorney General,,DEM,David Lujan,242,,
Maricopa,Attorney General,,DEM,David Lujan,57642,,
Mohave,Attorney General,,DEM,David Lujan,1828,,
Navajo,Attorney General,,DEM,David Lujan,3123,,
Pima,Attorney General,,DEM,David Lujan,25640,,
Pinal,Attorney General,,DEM,David Lujan,6133,,
Santa Cruz,Attorney General,,DEM,David Lujan,1851,,
Yavapai,Attorney General,,DEM,David Lujan,4017,,
Yuma,Attorney General,,DEM,David Lujan,3689,,
,Attorney General,,DEM,David Lujan,117937,,
Apache,Attorney General,,DEM,Vince Rabago,1108,,
Cochise,Attorney General,,DEM,Vince Rabago,2425,,
Coconino,Attorney General,,DEM,Vince Rabago,1216,,
Gila,Attorney General,,DEM,Vince Rabago,710,,
Graham,Attorney General,,DEM,Vince Rabago,277,,
Greenlee,Attorney General,,DEM,Vince Rabago,118,,
La Paz,Attorney General,,DEM,Vince Rabago,115,,
Maricopa,Attorney General,,DEM,Vince Rabago,21310,,
Mohave,Attorney General,,DEM,Vince Rabago,1005,,
Navajo,Attorney General,,DEM,Vince Rabago,1174,,
Pima,Attorney General,,DEM,Vince Rabago,16622,,
Pinal,Attorney General,,DEM,Vince Rabago,2533,,
Santa Cruz,Attorney General,,DEM,Vince Rabago,652,,
Yavapai,Attorney General,,DEM,Vince Rabago,1747,,
Yuma,Attorney General,,DEM,Vince Rabago,801,,
,Attorney General,,DEM,Vince Rabago,51813,,
Apache,Attorney General,,DEM,Felecia Rotellini,3620,,
Cochise,Attorney General,,DEM,Felecia Rotellini,2201,,
Coconino,Attorney General,,DEM,Felecia Rotellini,2964,,
Gila,Attorney General,,DEM,Felecia Rotellini,1194,,
Graham,Attorney General,,DEM,Felecia Rotellini,490,,
Greenlee,Attorney General,,DEM,Felecia Rotellini,192,,
La Paz,Attorney General,,DEM,Felecia Rotellini,209,,
Maricopa,Attorney General,,DEM,Felecia Rotellini,67151,,
Mohave,Attorney General,,DEM,Felecia Rotellini,1984,,
Navajo,Attorney General,,DEM,Felecia Rotellini,2786,,
Pima,Attorney General,,DEM,Felecia Rotellini,25534,,
Pinal,Attorney General,,DEM,Felecia Rotellini,4861,,
Santa Cruz,Attorney General,,DEM,Felecia Rotellini,624,,
Yavapai,Attorney General,,DEM,Felecia Rotellini,4652,,
Yuma,Attorney General,,DEM,Felecia Rotellini,1902,,
,Attorney General,,DEM,Felecia Rotellini,120364,True,
Apache,Attorney General,,REP,Tom Horne,1578,,
Cochise,Attorney General,,REP,Tom Horne,7351,,
Coconino,Attorney General,,REP,Tom Horne,4117,,
Gila,Attorney General,,REP,Tom Horne,3261,,
Graham,Attorney General,,REP,Tom Horne,1813,,
Greenlee,Attorney General,,REP,Tom Horne,240,,
La Paz,Attorney General,,REP,Tom Horne,716,,
Maricopa,Attorney General,,REP,Tom Horne,167076,,
Mohave,Attorney General,,REP,Tom Horne,9283,,
Navajo,Attorney General,,REP,Tom Horne,4387,,
Pima,Attorney General,,REP,Tom Horne,43947,,
Pinal,Attorney General,,REP,Tom Horne,10539,,
Santa Cruz,Attorney General,,REP,Tom Horne,953,,
Yavapai,Attorney General,,REP,Tom Horne,16136,,
Yuma,Attorney General,,REP,Tom Horne,5364,,
,Attorney General,,REP,Tom Horne,276761,True,
Apache,Attorney General,,REP,Andrew P. Thomas,1549,,
Cochise,Attorney General,,REP,Andrew P. Thomas,6199,,
Coconino,Attorney General,,REP,Andrew P. Thomas,3820,,
Gila,Attorney General,,REP,Andrew P. Thomas,2899,,
Graham,Attorney General,,REP,Andrew P. Thomas,1656,,
Greenlee,Attorney General,,REP,Andrew P. Thomas,193,,
La Paz,Attorney General,,REP,Andrew P. Thomas,748,,
Maricopa,Attorney General,,REP,Andrew P. Thomas,171325,,
Mohave,Attorney General,,REP,Andrew P. Thomas,9953,,
Navajo,Attorney General,,REP,Andrew P. Thomas,4574,,
Pima,Attorney General,,REP,Andrew P. Thomas,38900,,
Pinal,Attorney General,,REP,Andrew P. Thomas,12054,,
Santa Cruz,Attorney General,,REP,Andrew P. Thomas,716,,
Yavapai,Attorney General,,REP,Andrew P. Thomas,17211,,
Yuma,Attorney General,,REP,Andrew P. Thomas,4065,,
,Attorney General,,REP,Andrew P. Thomas,275862,,
Apache,State Treasurer,,DEM,Andrei Cherny,8027,,
Cochise,State Treasurer,,DEM,Andrei Cherny,6262,,
Coconino,State Treasurer,,DEM,Andrei Cherny,7326,,
Gila,State Treasurer,,DEM,Andrei Cherny,3075,,
Graham,State Treasurer,,DEM,Andrei Cherny,1411,,
Greenlee,State Treasurer,,DEM,Andrei Cherny,822,,
La Paz,State Treasurer,,DEM,Andrei Cherny,495,,
Maricopa,State Treasurer,,DEM,Andrei Cherny,132356,,
Mohave,State Treasurer,,DEM,Andrei Cherny,4179,,
Navajo,State Treasurer,,DEM,Andrei Cherny,6430,,
Pima,State Treasurer,,DEM,Andrei Cherny,62232,,
Pinal,State Treasurer,,DEM,Andrei Cherny,12045,,
Santa Cruz,State Treasurer,,DEM,Andrei Cherny,2660,,
Yavapai,State Treasurer,,DEM,Andrei Cherny,9592,,
Yuma,State Treasurer,,DEM,Andrei Cherny,5555,,
