county,precinct,office,district,party,seats,candidate,votes,early_voting,election_day,provisional
Maricopa,0006 AGRITOPIA,U.S. House,5,LBT,1,Overvotes,,,,0
Maricopa,0006 AGRITOPIA,U.S. House,5,LBT,1,Undervotes,,,,0
Maricopa,0006 AGRITOPIA,U.S. House,5,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0006 AGRITOPIA,U.S. House,5,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0006 AGRITOPIA,U.S. House,5,GRN,1,Overvotes,0,0,0,0
Maricopa,0006 AGRITOPIA,U.S. House,5,GRN,1,Undervotes,0,0,0,0
Maricopa,0007 AGUA FRIA,Registered Voters - Total,,,,,1509,1509,1509,1509
Maricopa,0007 AGUA FRIA,Registered Voters - Republican,,REP,,,642,642,642,642
Maricopa,0007 AGUA FRIA,Registered Voters - Democratic,,DEM,,,394,394,394,394
Maricopa,0007 AGUA FRIA,Registered Voters - Libertarian,,LBT,,,13,13,13,13
Maricopa,0007 AGUA FRIA,Registered Voters - Green,,GRN,,,2,2,2,2
Maricopa,0007 AGUA FRIA,Ballots Cast - Total,,,,,693,638,55,0
Maricopa,0007 AGUA FRIA,Ballots Cast - Republican,,REP,,,449,403,46,0
Maricopa,0007 AGUA FRIA,Ballots Cast - Democratic,,DEM,,,242,233,9,0
Maricopa,0007 AGUA FRIA,Ballots Cast - Libertarian,,LBT,,,1,1,0,0
Maricopa,0007 AGUA FRIA,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,REP,1,Kari LAKE,271,234,37,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,REP,1,Mark LAMB,150,142,8,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,REP,1,Elizabeth Jean REYE,23,22,1,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,REP,1,Write-In Totals,2,2,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,REP,1,Total Votes Cast,446,400,46,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,REP,1,Undervotes,3,3,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,DEM,1,Ruben GALLEGO,236,227,,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,DEM,1,Write-In Totals,3,3,,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,DEM,1,Total Votes Cast,239,230,,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,DEM,1,Overvotes,0,0,,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,DEM,1,Undervotes,3,3,,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,"Patrick ""Pat"" BRIODY",5,5,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,Trent FRANKS,84,75,9,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,"Abraham ""Abe"" HAMADEH",108,91,17,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,Anthony KERN,11,11,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,Blake MASTERS,132,121,11,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,Ben TOMA,102,93,9,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,Write-In Totals,1,1,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,Total Votes Cast,443,397,46,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,Overvotes,2,2,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,REP,1,Undervotes,4,4,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,DEM,1,Gregory WHITTEN,225,219,,0
Maricopa,0007 AGUA FRIA,U.S. House,8,DEM,1,Write-In Totals,1,1,,0
Maricopa,0007 AGUA FRIA,U.S. House,8,DEM,1,Total Votes Cast,226,220,,0
Maricopa,0007 AGUA FRIA,U.S. House,8,DEM,1,Overvotes,0,0,,0
Maricopa,0007 AGUA FRIA,U.S. House,8,DEM,1,Undervotes,16,13,,0
Maricopa,0007 AGUA FRIA,U.S. House,8,LBT,1,Write-In Totals,,,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,LBT,1,Total Votes Cast,,,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,LBT,1,Overvotes,,,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,LBT,1,Undervotes,,,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,GRN,1,Overvotes,0,0,0,0
Maricopa,0007 AGUA FRIA,U.S. House,8,GRN,1,Undervotes,0,0,0,0
Maricopa,0008 AGUILA,Registered Voters - Total,,,,,447,447,447,447
Maricopa,0008 AGUILA,Registered Voters - Republican,,REP,,,225,225,225,225
Maricopa,0008 AGUILA,Registered Voters - Democratic,,DEM,,,67,67,67,67
Maricopa,0008 AGUILA,Registered Voters - Libertarian,,LBT,,,2,2,2,2
Maricopa,0008 AGUILA,Registered Voters - Green,,GRN,,,0,0,0,0
Maricopa,0008 AGUILA,Ballots Cast - Total,,,,,141,111,29,1
Maricopa,0008 AGUILA,Ballots Cast - Republican,,REP,,,117,90,26,1
Maricopa,0008 AGUILA,Ballots Cast - Democratic,,DEM,,,23,21,2,0
Maricopa,0008 AGUILA,Ballots Cast - Libertarian,,LBT,,,0,0,0,0
Maricopa,0008 AGUILA,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,REP,1,Kari LAKE,69,52,16,
Maricopa,0008 AGUILA,U.S. Senate,,REP,1,Mark LAMB,45,35,10,
Maricopa,0008 AGUILA,U.S. Senate,,REP,1,Elizabeth Jean REYE,3,3,0,
Maricopa,0008 AGUILA,U.S. Senate,,REP,1,Write-In Totals,0,0,0,
Maricopa,0008 AGUILA,U.S. Senate,,REP,1,Total Votes Cast,117,90,26,
Maricopa,0008 AGUILA,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0008 AGUILA,U.S. Senate,,REP,1,Undervotes,0,0,0,
Maricopa,0008 AGUILA,U.S. Senate,,DEM,1,Ruben GALLEGO,22,20,,0
Maricopa,0008 AGUILA,U.S. Senate,,DEM,1,Write-In Totals,0,0,,0
Maricopa,0008 AGUILA,U.S. Senate,,DEM,1,Total Votes Cast,22,20,,0
Maricopa,0008 AGUILA,U.S. Senate,,DEM,1,Overvotes,0,0,,0
Maricopa,0008 AGUILA,U.S. Senate,,DEM,1,Undervotes,1,1,,0
Maricopa,0008 AGUILA,U.S. Senate,,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,LBT,1,Overvotes,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,LBT,1,Undervotes,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0008 AGUILA,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0008 AGUILA,U.S. House,9,REP,1,Paul GOSAR,101,77,23,
Maricopa,0008 AGUILA,U.S. House,9,REP,1,Write-In Totals,3,3,0,
Maricopa,0008 AGUILA,U.S. House,9,REP,1,Total Votes Cast,104,80,23,
Maricopa,0008 AGUILA,U.S. House,9,REP,1,Overvotes,0,0,0,
Maricopa,0008 AGUILA,U.S. House,9,REP,1,Undervotes,13,10,3,
Maricopa,0008 AGUILA,U.S. House,9,DEM,1,Quacy SMITH,22,20,,0
Maricopa,0008 AGUILA,U.S. House,9,DEM,1,Write-In Totals,0,0,,0
Maricopa,0008 AGUILA,U.S. House,9,DEM,1,Total Votes Cast,22,20,,0
Maricopa,0008 AGUILA,U.S. House,9,DEM,1,Overvotes,0,0,,0
Maricopa,0008 AGUILA,U.S. House,9,DEM,1,Undervotes,1,1,,0
Maricopa,0008 AGUILA,U.S. House,9,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0008 AGUILA,U.S. House,9,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0008 AGUILA,U.S. House,9,LBT,1,Overvotes,0,0,0,0
Maricopa,0008 AGUILA,U.S. House,9,LBT,1,Undervotes,0,0,0,0
Maricopa,0008 AGUILA,U.S. House,9,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0008 AGUILA,U.S. House,9,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0008 AGUILA,U.S. House,9,GRN,1,Overvotes,0,0,0,0
Maricopa,0008 AGUILA,U.S. House,9,GRN,1,Undervotes,0,0,0,0
Maricopa,0009 AHWATUKEE,Registered Voters - Total,,,,,3566,3566,3566,3566
Maricopa,0009 AHWATUKEE,Registered Voters - Republican,,REP,,,1180,1180,1180,1180
Maricopa,0009 AHWATUKEE,Registered Voters - Democratic,,DEM,,,1222,1222,1222,1222
Maricopa,0009 AHWATUKEE,Registered Voters - Libertarian,,LBT,,,36,36,36,36
Maricopa,0009 AHWATUKEE,Registered Voters - Green,,GRN,,,7,7,7,7
Maricopa,0009 AHWATUKEE,Ballots Cast - Total,,,,,1428,1329,96,3
Maricopa,0009 AHWATUKEE,Ballots Cast - Republican,,REP,,,726,645,79,2
Maricopa,0009 AHWATUKEE,Ballots Cast - Democratic,,DEM,,,694,677,16,1
Maricopa,0009 AHWATUKEE,Ballots Cast - Libertarian,,LBT,,,5,5,0,0
Maricopa,0009 AHWATUKEE,Ballots Cast - Green,,GRN,,,2,1,1,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,REP,1,Kari LAKE,342,294,46,
Maricopa,0009 AHWATUKEE,U.S. Senate,,REP,1,Mark LAMB,305,280,25,
Maricopa,0009 AHWATUKEE,U.S. Senate,,REP,1,Elizabeth Jean REYE,67,61,6,
Maricopa,0009 AHWATUKEE,U.S. Senate,,REP,1,Write-In Totals,4,3,1,
Maricopa,0009 AHWATUKEE,U.S. Senate,,REP,1,Total Votes Cast,718,638,78,
Maricopa,0009 AHWATUKEE,U.S. Senate,,REP,1,Overvotes,1,1,0,
Maricopa,0009 AHWATUKEE,U.S. Senate,,REP,1,Undervotes,7,6,1,
Maricopa,0009 AHWATUKEE,U.S. Senate,,DEM,1,Ruben GALLEGO,671,655,15,
Maricopa,0009 AHWATUKEE,U.S. Senate,,DEM,1,Write-In Totals,6,5,1,
Maricopa,0009 AHWATUKEE,U.S. Senate,,DEM,1,Total Votes Cast,677,660,16,
Maricopa,0009 AHWATUKEE,U.S. Senate,,DEM,1,Overvotes,0,0,0,
Maricopa,0009 AHWATUKEE,U.S. Senate,,DEM,1,Undervotes,17,17,0,
Maricopa,0009 AHWATUKEE,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,GRN,1,Michael NORTON,,,,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,GRN,1,Write-In Totals,,,,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,GRN,1,Total Votes Cast,,,,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,GRN,1,Overvotes,,,,0
Maricopa,0009 AHWATUKEE,U.S. Senate,,GRN,1,Undervotes,,,,0
Maricopa,0009 AHWATUKEE,U.S. House,4,REP,1,Kelly COOPER,208,190,18,
Maricopa,0009 AHWATUKEE,U.S. House,4,REP,1,Jerome DAVISON,120,101,17,
Maricopa,0009 AHWATUKEE,U.S. House,4,REP,1,Dave GILES,133,115,18,
Maricopa,0009 AHWATUKEE,U.S. House,4,REP,1,Zuhdi JASSER,187,169,18,
Maricopa,0009 AHWATUKEE,U.S. House,4,REP,1,Write-In Totals,5,3,2,
Maricopa,0009 AHWATUKEE,U.S. House,4,REP,1,Total Votes Cast,653,578,73,
Maricopa,0009 AHWATUKEE,U.S. House,4,REP,1,Overvotes,2,2,0,
Maricopa,0009 AHWATUKEE,U.S. House,4,REP,1,Undervotes,71,65,6,
Maricopa,0009 AHWATUKEE,U.S. House,4,DEM,1,Greg STANTON,668,653,14,
Maricopa,0009 AHWATUKEE,U.S. House,4,DEM,1,Write-In Totals,1,0,1,
Maricopa,0009 AHWATUKEE,U.S. House,4,DEM,1,Total Votes Cast,669,653,15,
Maricopa,0009 AHWATUKEE,U.S. House,4,DEM,1,Overvotes,0,0,0,
Maricopa,0009 AHWATUKEE,U.S. House,4,DEM,1,Undervotes,25,24,1,
Maricopa,0009 AHWATUKEE,U.S. House,4,LBT,1,Write-In Totals,,,0,0
Maricopa,0009 AHWATUKEE,U.S. House,4,LBT,1,Total Votes Cast,,,0,0
Maricopa,0009 AHWATUKEE,U.S. House,4,LBT,1,Overvotes,,,0,0
Maricopa,0009 AHWATUKEE,U.S. House,4,LBT,1,Undervotes,,,0,0
Maricopa,0009 AHWATUKEE,U.S. House,4,GRN,1,Write-In Totals,,,,0
Maricopa,0009 AHWATUKEE,U.S. House,4,GRN,1,Total Votes Cast,,,,0
Maricopa,0009 AHWATUKEE,U.S. House,4,GRN,1,Overvotes,,,,0
Maricopa,0009 AHWATUKEE,U.S. House,4,GRN,1,Undervotes,,,,0
Maricopa,0010 AIRLINE CANAL,Registered Voters - Total,,,,,4515,4515,4515,4515
Maricopa,0010 AIRLINE CANAL,Registered Voters - Republican,,REP,,,1272,1272,1272,1272
Maricopa,0010 AIRLINE CANAL,Registered Voters - Democratic,,DEM,,,1349,1349,1349,1349
Maricopa,0010 AIRLINE CANAL,Registered Voters - Libertarian,,LBT,,,38,38,38,38
Maricopa,0010 AIRLINE CANAL,Registered Voters - Green,,GRN,,,5,5,5,5
Maricopa,0010 AIRLINE CANAL,Ballots Cast - Total,,,,,851,752,97,2
Maricopa,0010 AIRLINE CANAL,Ballots Cast - Republican,,REP,,,485,413,70,2
Maricopa,0010 AIRLINE CANAL,Ballots Cast - Democratic,,DEM,,,364,337,27,0
Maricopa,0010 AIRLINE CANAL,Ballots Cast - Libertarian,,LBT,,,2,2,0,0
Maricopa,0010 AIRLINE CANAL,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,REP,1,Kari LAKE,313,262,49,
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,REP,1,Mark LAMB,152,132,20,
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,REP,1,Elizabeth Jean REYE,14,13,1,
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,REP,1,Write-In Totals,1,1,0,
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,REP,1,Total Votes Cast,480,408,70,
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,REP,1,Overvotes,2,2,0,
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,REP,1,Undervotes,3,3,0,
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,DEM,1,Ruben GALLEGO,355,328,27,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,DEM,1,Write-In Totals,2,2,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,DEM,1,Total Votes Cast,357,330,27,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,DEM,1,Undervotes,7,7,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,REP,1,Paul GOSAR,433,366,65,
Maricopa,0010 AIRLINE CANAL,U.S. House,9,REP,1,Write-In Totals,5,4,1,
Maricopa,0010 AIRLINE CANAL,U.S. House,9,REP,1,Total Votes Cast,438,370,66,
Maricopa,0010 AIRLINE CANAL,U.S. House,9,REP,1,Overvotes,0,0,0,
Maricopa,0010 AIRLINE CANAL,U.S. House,9,REP,1,Undervotes,47,43,4,
Maricopa,0010 AIRLINE CANAL,U.S. House,9,DEM,1,Quacy SMITH,346,322,24,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,DEM,1,Write-In Totals,2,1,1,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,DEM,1,Total Votes Cast,348,323,25,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,DEM,1,Overvotes,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,DEM,1,Undervotes,16,14,2,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,LBT,1,Write-In Totals,,,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,LBT,1,Total Votes Cast,,,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,LBT,1,Overvotes,,,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,LBT,1,Undervotes,,,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,GRN,1,Overvotes,0,0,0,0
Maricopa,0010 AIRLINE CANAL,U.S. House,9,GRN,1,Undervotes,0,0,0,0
Maricopa,0011 ALAMO,Registered Voters - Total,,,,,3371,3371,3371,3371
Maricopa,0011 ALAMO,Registered Voters - Republican,,REP,,,913,913,913,913
Maricopa,0011 ALAMO,Registered Voters - Democratic,,DEM,,,1062,1062,1062,1062
Maricopa,0011 ALAMO,Registered Voters - Libertarian,,LBT,,,32,32,32,32
Maricopa,0011 ALAMO,Registered Voters - Green,,GRN,,,2,2,2,2
Maricopa,0011 ALAMO,Ballots Cast - Total,,,,,790,694,96,0
Maricopa,0011 ALAMO,Ballots Cast - Republican,,REP,,,382,320,62,0
Maricopa,0011 ALAMO,Ballots Cast - Democratic,,DEM,,,397,364,33,0
Maricopa,0011 ALAMO,Ballots Cast - Libertarian,,LBT,,,2,2,0,0
Maricopa,0011 ALAMO,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0011 ALAMO,U.S. Senate,,REP,1,Kari LAKE,210,172,38,0
Maricopa,0011 ALAMO,U.S. Senate,,REP,1,Mark LAMB,137,115,22,0
Maricopa,0011 ALAMO,U.S. Senate,,REP,1,Elizabeth Jean REYE,31,29,2,0
Maricopa,0011 ALAMO,U.S. Senate,,REP,1,Write-In Totals,2,2,0,0
Maricopa,0011 ALAMO,U.S. Senate,,REP,1,Total Votes Cast,380,318,62,0
Maricopa,0011 ALAMO,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0011 ALAMO,U.S. Senate,,REP,1,Undervotes,2,2,0,0
Maricopa,0011 ALAMO,U.S. Senate,,DEM,1,Ruben GALLEGO,383,350,33,0
Maricopa,0011 ALAMO,U.S. Senate,,DEM,1,Write-In Totals,2,2,0,0
Maricopa,0011 ALAMO,U.S. Senate,,DEM,1,Total Votes Cast,385,352,33,0
Maricopa,0011 ALAMO,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0011 ALAMO,U.S. Senate,,DEM,1,Undervotes,12,12,0,0
Maricopa,0011 ALAMO,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,GRN,1,Michael NORTON,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,GRN,1,Write-In Totals,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,GRN,1,Total Votes Cast,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,GRN,1,Overvotes,,,0,0
Maricopa,0011 ALAMO,U.S. Senate,,GRN,1,Undervotes,,,0,0
Maricopa,0011 ALAMO,U.S. House,4,REP,1,Kelly COOPER,133,114,19,0
Maricopa,0011 ALAMO,U.S. House,4,REP,1,Jerome DAVISON,56,39,17,0
Maricopa,0011 ALAMO,U.S. House,4,REP,1,Dave GILES,74,66,8,0
Maricopa,0011 ALAMO,U.S. House,4,REP,1,Zuhdi JASSER,79,63,16,0
Maricopa,0011 ALAMO,U.S. House,4,REP,1,Write-In Totals,5,4,1,0
Maricopa,0011 ALAMO,U.S. House,4,REP,1,Total Votes Cast,347,286,61,0
Maricopa,0011 ALAMO,U.S. House,4,REP,1,Overvotes,1,1,0,0
Maricopa,0011 ALAMO,U.S. House,4,REP,1,Undervotes,34,33,1,0
Maricopa,0011 ALAMO,U.S. House,4,DEM,1,Greg STANTON,366,340,26,0
Maricopa,0011 ALAMO,U.S. House,4,DEM,1,Write-In Totals,2,2,0,0
Maricopa,0011 ALAMO,U.S. House,4,DEM,1,Total Votes Cast,368,342,26,0
Maricopa,0011 ALAMO,U.S. House,4,DEM,1,Overvotes,0,0,0,0
Maricopa,0011 ALAMO,U.S. House,4,DEM,1,Undervotes,29,22,7,0
Maricopa,0011 ALAMO,U.S. House,4,LBT,1,Write-In Totals,,,0,0
Maricopa,0011 ALAMO,U.S. House,4,LBT,1,Total Votes Cast,,,0,0
Maricopa,0011 ALAMO,U.S. House,4,LBT,1,Overvotes,,,0,0
Maricopa,0011 ALAMO,U.S. House,4,LBT,1,Undervotes,,,0,0
Maricopa,0011 ALAMO,U.S. House,4,GRN,1,Write-In Totals,,,0,0
Maricopa,0011 ALAMO,U.S. House,4,GRN,1,Total Votes Cast,,,0,0
Maricopa,0011 ALAMO,U.S. House,4,GRN,1,Overvotes,,,0,0
Maricopa,0011 ALAMO,U.S. House,4,GRN,1,Undervotes,,,0,0
Maricopa,0012 ALEXANDER,Registered Voters - Total,,,,,4931,4931,4931,4931
Maricopa,0012 ALEXANDER,Registered Voters - Republican,,REP,,,1698,1698,1698,1698
Maricopa,0012 ALEXANDER,Registered Voters - Democratic,,DEM,,,1726,1726,1726,1726
Maricopa,0012 ALEXANDER,Registered Voters - Libertarian,,LBT,,,19,19,19,19
Maricopa,0012 ALEXANDER,Registered Voters - Green,,GRN,,,5,5,5,5
Maricopa,0012 ALEXANDER,Ballots Cast - Total,,,,,1943,1830,112,1
Maricopa,0012 ALEXANDER,Ballots Cast - Republican,,REP,,,1007,919,87,1
Maricopa,0012 ALEXANDER,Ballots Cast - Democratic,,DEM,,,932,908,24,0
Maricopa,0012 ALEXANDER,Ballots Cast - Libertarian,,LBT,,,2,2,0,0
Maricopa,0012 ALEXANDER,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,REP,1,Kari LAKE,422,377,45,
Maricopa,0012 ALEXANDER,U.S. Senate,,REP,1,Mark LAMB,464,423,40,
Maricopa,0012 ALEXANDER,U.S. Senate,,REP,1,Elizabeth Jean REYE,100,98,2,
Maricopa,0012 ALEXANDER,U.S. Senate,,REP,1,Write-In Totals,2,2,0,
Maricopa,0012 ALEXANDER,U.S. Senate,,REP,1,Total Votes Cast,988,900,87,
Maricopa,0012 ALEXANDER,U.S. Senate,,REP,1,Overvotes,2,2,0,
Maricopa,0012 ALEXANDER,U.S. Senate,,REP,1,Undervotes,17,17,0,
Maricopa,0012 ALEXANDER,U.S. Senate,,DEM,1,Ruben GALLEGO,913,890,23,0
Maricopa,0012 ALEXANDER,U.S. Senate,,DEM,1,Write-In Totals,3,3,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,DEM,1,Total Votes Cast,916,893,23,0
Maricopa,0012 ALEXANDER,U.S. Senate,,DEM,1,Overvotes,1,1,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,DEM,1,Undervotes,15,14,1,0
Maricopa,0012 ALEXANDER,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0012 ALEXANDER,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0012 ALEXANDER,U.S. House,4,REP,1,Kelly COOPER,256,223,33,
Maricopa,0012 ALEXANDER,U.S. House,4,REP,1,Jerome DAVISON,155,134,21,
Maricopa,0012 ALEXANDER,U.S. House,4,REP,1,Dave GILES,140,134,6,
Maricopa,0012 ALEXANDER,U.S. House,4,REP,1,Zuhdi JASSER,316,297,19,
