county,precinct,office,district,party,candidate,votes,early_voting,provisional,election_day,late_early
Yuma,P40,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",677,572,9,91,5
Yuma,P41,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",798,672,12,105,9
Yuma,P42,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",739,581,14,124,20
Yuma,P43,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",13,10,0,3,0
Yuma,P44,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",0,0,0,0,0
Yuma,P01,Corporation Commissioner,,REP,"SLOAN, ERIC",165,133,6,26,0
Yuma,P02,Corporation Commissioner,,REP,"SLOAN, ERIC",250,187,4,54,5
Yuma,P03,Corporation Commissioner,,REP,"SLOAN, ERIC",284,241,2,39,2
Yuma,P04,Corporation Commissioner,,REP,"SLOAN, ERIC",807,666,10,121,10
Yuma,P05,Corporation Commissioner,,REP,"SLOAN, ERIC",987,852,3,114,18
Yuma,P06,Corporation Commissioner,,REP,"SLOAN, ERIC",404,298,11,84,11
Yuma,P07,Corporation Commissioner,,REP,"SLOAN, ERIC",271,187,7,70,7
Yuma,P08,Corporation Commissioner,,REP,"SLOAN, ERIC",536,488,2,45,1
Yuma,P09,Corporation Commissioner,,REP,"SLOAN, ERIC",1179,960,14,189,16
Yuma,P10,Corporation Commissioner,,REP,"SLOAN, ERIC",1865,1542,17,278,28
Yuma,P11,Corporation Commissioner,,REP,"SLOAN, ERIC",935,742,14,152,27
Yuma,P12,Corporation Commissioner,,REP,"SLOAN, ERIC",983,846,6,117,14
Yuma,P13,Corporation Commissioner,,REP,"SLOAN, ERIC",385,331,5,45,4
Yuma,P14,Corporation Commissioner,,REP,"SLOAN, ERIC",158,122,5,27,4
Yuma,P15,Corporation Commissioner,,REP,"SLOAN, ERIC",915,751,8,146,10
Yuma,P16,Corporation Commissioner,,REP,"SLOAN, ERIC",566,469,5,85,7
Yuma,P17,Corporation Commissioner,,REP,"SLOAN, ERIC",1413,1158,12,204,39
Yuma,P18,Corporation Commissioner,,REP,"SLOAN, ERIC",172,134,3,34,1
Yuma,P19,Corporation Commissioner,,REP,"SLOAN, ERIC",40,25,2,13,0
Yuma,P20,Corporation Commissioner,,REP,"SLOAN, ERIC",1140,760,21,301,58
Yuma,P21,Corporation Commissioner,,REP,"SLOAN, ERIC",0,0,0,0,0
Yuma,P22,Corporation Commissioner,,REP,"SLOAN, ERIC",1129,896,12,195,26
Yuma,P23,Corporation Commissioner,,REP,"SLOAN, ERIC",1070,928,6,127,9
Yuma,P24,Corporation Commissioner,,REP,"SLOAN, ERIC",3009,2607,19,326,57
Yuma,P25,Corporation Commissioner,,REP,"SLOAN, ERIC",1559,1318,12,207,22
Yuma,P26,Corporation Commissioner,,REP,"SLOAN, ERIC",131,105,2,21,3
Yuma,P27,Corporation Commissioner,,REP,"SLOAN, ERIC",275,233,2,39,1
Yuma,P28,Corporation Commissioner,,REP,"SLOAN, ERIC",114,97,1,13,3
Yuma,P29,Corporation Commissioner,,REP,"SLOAN, ERIC",231,147,3,73,8
Yuma,P30,Corporation Commissioner,,REP,"SLOAN, ERIC",274,191,5,66,12
Yuma,P31,Corporation Commissioner,,REP,"SLOAN, ERIC",444,295,10,125,14
Yuma,P32,Corporation Commissioner,,REP,"SLOAN, ERIC",253,208,2,40,3
Yuma,P33,Corporation Commissioner,,REP,"SLOAN, ERIC",237,194,1,40,2
Yuma,P34,Corporation Commissioner,,REP,"SLOAN, ERIC",389,324,2,61,2
Yuma,P35,Corporation Commissioner,,REP,"SLOAN, ERIC",616,547,5,62,2
Yuma,P36,Corporation Commissioner,,REP,"SLOAN, ERIC",648,559,2,81,6
Yuma,P37,Corporation Commissioner,,REP,"SLOAN, ERIC",362,300,4,55,3
Yuma,P38,Corporation Commissioner,,REP,"SLOAN, ERIC",514,427,5,79,3
Yuma,P39,Corporation Commissioner,,REP,"SLOAN, ERIC",679,575,7,96,1
Yuma,P40,Corporation Commissioner,,REP,"SLOAN, ERIC",631,534,5,87,5
Yuma,P41,Corporation Commissioner,,REP,"SLOAN, ERIC",752,640,9,93,10
Yuma,P42,Corporation Commissioner,,REP,"SLOAN, ERIC",769,607,16,127,19
Yuma,P43,Corporation Commissioner,,REP,"SLOAN, ERIC",12,9,0,2,1
Yuma,P44,Corporation Commissioner,,REP,"SLOAN, ERIC",0,0,0,0,0
Yuma,P01,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",333,272,2,49,10
Yuma,P02,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",349,291,6,44,8
Yuma,P03,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",323,263,3,50,7
Yuma,P04,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",1054,903,13,111,27
Yuma,P05,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",533,485,4,39,5
Yuma,P06,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",703,552,11,125,15
Yuma,P07,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",972,768,6,171,27
Yuma,P08,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",329,307,3,12,7
Yuma,P09,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",321,271,4,42,4
Yuma,P10,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",1076,943,9,117,7
Yuma,P11,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",497,433,2,48,14
Yuma,P12,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",431,378,3,42,8
Yuma,P13,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",470,412,4,52,2
Yuma,P14,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",133,115,1,15,2
Yuma,P15,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",621,557,7,47,10
Yuma,P16,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",472,412,4,50,6
Yuma,P17,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",587,511,5,49,22
Yuma,P18,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",38,30,0,8,0
Yuma,P19,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",41,37,0,4,0
Yuma,P20,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",377,321,3,44,9
Yuma,P21,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",0,0,0,0,0
Yuma,P22,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",632,552,3,64,13
Yuma,P23,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",445,416,3,22,4
Yuma,P24,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",1078,1015,1,58,4
Yuma,P25,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",588,568,5,15,0
Yuma,P26,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",212,180,2,25,5
Yuma,P27,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",261,226,4,23,8
Yuma,P28,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",211,167,4,34,6
Yuma,P29,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",1155,927,18,181,29
Yuma,P30,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",1062,885,16,142,19
Yuma,P31,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",1637,1248,35,317,37
Yuma,P32,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",355,298,5,47,5
Yuma,P33,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",125,112,2,7,4
Yuma,P34,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",135,121,0,10,4
Yuma,P35,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",416,375,6,33,2
Yuma,P36,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",578,499,4,65,10
Yuma,P37,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",570,500,9,49,12
Yuma,P38,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",534,455,6,63,10
Yuma,P39,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",503,450,2,47,4
Yuma,P40,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",529,486,4,34,5
Yuma,P41,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",608,544,4,56,4
Yuma,P42,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",740,627,5,87,21
Yuma,P43,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",9,9,0,0,0
Yuma,P44,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",0,0,0,0,0
Yuma,P01,Corporation Commissioner,,DEM,"STANFIELD, SHEA",332,276,0,47,9
Yuma,P02,Corporation Commissioner,,DEM,"STANFIELD, SHEA",324,269,7,41,7
Yuma,P03,Corporation Commissioner,,DEM,"STANFIELD, SHEA",310,253,3,47,7
Yuma,P04,Corporation Commissioner,,DEM,"STANFIELD, SHEA",964,829,7,105,23
Yuma,P05,Corporation Commissioner,,DEM,"STANFIELD, SHEA",509,462,5,38,4
Yuma,P06,Corporation Commissioner,,DEM,"STANFIELD, SHEA",669,526,10,111,22
Yuma,P07,Corporation Commissioner,,DEM,"STANFIELD, SHEA",925,729,12,156,28
Yuma,P08,Corporation Commissioner,,DEM,"STANFIELD, SHEA",314,296,4,9,5
Yuma,P09,Corporation Commissioner,,DEM,"STANFIELD, SHEA",284,241,2,40,1
Yuma,P10,Corporation Commissioner,,DEM,"STANFIELD, SHEA",1022,908,10,96,8
Yuma,P11,Corporation Commissioner,,DEM,"STANFIELD, SHEA",461,387,4,52,18
Yuma,P12,Corporation Commissioner,,DEM,"STANFIELD, SHEA",396,348,5,37,6
Yuma,P13,Corporation Commissioner,,DEM,"STANFIELD, SHEA",441,377,6,53,5
Yuma,P14,Corporation Commissioner,,DEM,"STANFIELD, SHEA",140,118,1,19,2
Yuma,P15,Corporation Commissioner,,DEM,"STANFIELD, SHEA",586,520,8,46,12
Yuma,P16,Corporation Commissioner,,DEM,"STANFIELD, SHEA",463,399,3,51,10
Yuma,P17,Corporation Commissioner,,DEM,"STANFIELD, SHEA",589,508,5,57,19
Yuma,P18,Corporation Commissioner,,DEM,"STANFIELD, SHEA",33,26,0,7,0
Yuma,P19,Corporation Commissioner,,DEM,"STANFIELD, SHEA",34,28,1,5,0
Yuma,P20,Corporation Commissioner,,DEM,"STANFIELD, SHEA",369,312,2,48,7
Yuma,P21,Corporation Commissioner,,DEM,"STANFIELD, SHEA",0,0,0,0,0
Yuma,P22,Corporation Commissioner,,DEM,"STANFIELD, SHEA",603,530,4,58,11
Yuma,P23,Corporation Commissioner,,DEM,"STANFIELD, SHEA",434,405,2,23,4
Yuma,P24,Corporation Commissioner,,DEM,"STANFIELD, SHEA",1030,970,3,53,4
Yuma,P25,Corporation Commissioner,,DEM,"STANFIELD, SHEA",537,517,4,16,0
Yuma,P26,Corporation Commissioner,,DEM,"STANFIELD, SHEA",216,186,2,23,5
Yuma,P27,Corporation Commissioner,,DEM,"STANFIELD, SHEA",236,207,2,21,6
Yuma,P28,Corporation Commissioner,,DEM,"STANFIELD, SHEA",192,152,5,30,5
Yuma,P29,Corporation Commissioner,,DEM,"STANFIELD, SHEA",1166,931,23,179,33
Yuma,P30,Corporation Commissioner,,DEM,"STANFIELD, SHEA",1033,873,10,133,17
Yuma,P31,Corporation Commissioner,,DEM,"STANFIELD, SHEA",1597,1238,33,297,29
Yuma,P32,Corporation Commissioner,,DEM,"STANFIELD, SHEA",350,285,5,53,7
Yuma,P33,Corporation Commissioner,,DEM,"STANFIELD, SHEA",134,121,2,7,4
Yuma,P34,Corporation Commissioner,,DEM,"STANFIELD, SHEA",130,114,0,11,5
Yuma,P35,Corporation Commissioner,,DEM,"STANFIELD, SHEA",421,373,5,41,2
Yuma,P36,Corporation Commissioner,,DEM,"STANFIELD, SHEA",551,477,4,59,11
Yuma,P37,Corporation Commissioner,,DEM,"STANFIELD, SHEA",551,474,10,53,14
Yuma,P38,Corporation Commissioner,,DEM,"STANFIELD, SHEA",529,443,6,70,10
Yuma,P39,Corporation Commissioner,,DEM,"STANFIELD, SHEA",483,428,5,46,4
Yuma,P40,Corporation Commissioner,,DEM,"STANFIELD, SHEA",489,445,3,35,6
Yuma,P41,Corporation Commissioner,,DEM,"STANFIELD, SHEA",593,524,6,57,6
Yuma,P42,Corporation Commissioner,,DEM,"STANFIELD, SHEA",721,608,6,84,23
Yuma,P43,Corporation Commissioner,,DEM,"STANFIELD, SHEA",9,9,0,0,0
Yuma,P44,Corporation Commissioner,,DEM,"STANFIELD, SHEA",0,0,0,0,0
Yuma,P01,Corporation Commissioner,,DEM,"TOVAR, ANNA",473,389,3,67,14
Yuma,P02,Corporation Commissioner,,DEM,"TOVAR, ANNA",484,401,7,62,14
Yuma,P03,Corporation Commissioner,,DEM,"TOVAR, ANNA",485,401,9,64,11
Yuma,P04,Corporation Commissioner,,DEM,"TOVAR, ANNA",1387,1201,14,141,31
Yuma,P05,Corporation Commissioner,,DEM,"TOVAR, ANNA",687,619,9,52,7
Yuma,P06,Corporation Commissioner,,DEM,"TOVAR, ANNA",1020,817,15,160,28
Yuma,P07,Corporation Commissioner,,DEM,"TOVAR, ANNA",1465,1156,24,225,60
Yuma,P08,Corporation Commissioner,,DEM,"TOVAR, ANNA",370,345,2,15,8
Yuma,P09,Corporation Commissioner,,DEM,"TOVAR, ANNA",385,326,5,49,5
Yuma,P10,Corporation Commissioner,,DEM,"TOVAR, ANNA",1346,1180,14,133,19
Yuma,P11,Corporation Commissioner,,DEM,"TOVAR, ANNA",677,584,7,64,22
Yuma,P12,Corporation Commissioner,,DEM,"TOVAR, ANNA",544,474,6,53,11
Yuma,P13,Corporation Commissioner,,DEM,"TOVAR, ANNA",637,556,8,68,5
Yuma,P14,Corporation Commissioner,,DEM,"TOVAR, ANNA",188,160,3,23,2
Yuma,P15,Corporation Commissioner,,DEM,"TOVAR, ANNA",781,681,14,70,16
Yuma,P16,Corporation Commissioner,,DEM,"TOVAR, ANNA",642,550,8,69,15
Yuma,P17,Corporation Commissioner,,DEM,"TOVAR, ANNA",778,669,7,75,27
Yuma,P18,Corporation Commissioner,,DEM,"TOVAR, ANNA",50,38,0,12,0
Yuma,P19,Corporation Commissioner,,DEM,"TOVAR, ANNA",45,41,0,4,0
Yuma,P20,Corporation Commissioner,,DEM,"TOVAR, ANNA",498,411,7,60,20
Yuma,P21,Corporation Commissioner,,DEM,"TOVAR, ANNA",0,0,0,0,0
Yuma,P22,Corporation Commissioner,,DEM,"TOVAR, ANNA",778,673,11,77,17
Yuma,P23,Corporation Commissioner,,DEM,"TOVAR, ANNA",517,481,3,27,6
Yuma,P24,Corporation Commissioner,,DEM,"TOVAR, ANNA",1209,1128,2,73,6
Yuma,P25,Corporation Commissioner,,DEM,"TOVAR, ANNA",692,663,6,22,1
Yuma,P26,Corporation Commissioner,,DEM,"TOVAR, ANNA",318,272,5,32,9
Yuma,P27,Corporation Commissioner,,DEM,"TOVAR, ANNA",357,306,5,38,8
Yuma,P28,Corporation Commissioner,,DEM,"TOVAR, ANNA",298,241,7,43,7
Yuma,P29,Corporation Commissioner,,DEM,"TOVAR, ANNA",1704,1361,29,262,52
Yuma,P30,Corporation Commissioner,,DEM,"TOVAR, ANNA",1482,1224,18,212,28
Yuma,P31,Corporation Commissioner,,DEM,"TOVAR, ANNA",2379,1887,50,384,58
Yuma,P32,Corporation Commissioner,,DEM,"TOVAR, ANNA",515,420,11,75,9
Yuma,P33,Corporation Commissioner,,DEM,"TOVAR, ANNA",187,170,2,10,5
Yuma,P34,Corporation Commissioner,,DEM,"TOVAR, ANNA",167,144,0,17,6
Yuma,P35,Corporation Commissioner,,DEM,"TOVAR, ANNA",567,496,11,54,6
Yuma,P36,Corporation Commissioner,,DEM,"TOVAR, ANNA",777,669,10,79,19
Yuma,P37,Corporation Commissioner,,DEM,"TOVAR, ANNA",753,655,17,65,16
Yuma,P38,Corporation Commissioner,,DEM,"TOVAR, ANNA",745,646,8,77,14
Yuma,P39,Corporation Commissioner,,DEM,"TOVAR, ANNA",669,588,10,64,7
Yuma,P40,Corporation Commissioner,,DEM,"TOVAR, ANNA",666,595,9,52,10
Yuma,P41,Corporation Commissioner,,DEM,"TOVAR, ANNA",841,747,9,77,8
Yuma,P42,Corporation Commissioner,,DEM,"TOVAR, ANNA",1061,891,11,119,40
Yuma,P43,Corporation Commissioner,,DEM,"TOVAR, ANNA",12,11,0,0,1
Yuma,P44,Corporation Commissioner,,DEM,"TOVAR, ANNA",0,0,0,0,0
Yuma,P01,Board of Supervisors Dist 1,,DEM,"PORCHAS, MARTIN",611,498,8,89,16
Yuma,P02,Board of Supervisors Dist 1,,DEM,"PORCHAS, MARTIN",706,566,17,107,16
Yuma,P03,Board of Supervisors Dist 1,,DEM,"PORCHAS, MARTIN",692,558,12,105,17
Yuma,P04,Board of Supervisors Dist 1,,DEM,"PORCHAS, MARTIN",2098,1753,32,275,38
Yuma,P05,Board of Supervisors Dist 1,,DEM,"PORCHAS, MARTIN",1213,1054,18,133,8
Yuma,P06,Board of Supervisors Dist 1,,DEM,"PORCHAS, MARTIN",1350,1038,28,239,45
Yuma,P07,Board of Supervisors Dist 1,,DEM,"PORCHAS, MARTIN",1875,1421,41,346,67
Yuma,P08,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",804,729,9,57,9
Yuma,P09,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",1624,1314,22,263,25
Yuma,P10,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",3142,2588,47,455,52
Yuma,P11,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",1544,1215,24,258,47
Yuma,P12,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",1411,1198,14,176,23
Yuma,P13,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",918,767,21,122,8
Yuma,P14,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",320,259,6,52,3
Yuma,P15,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",1507,1256,25,208,18
Yuma,P16,Board of Supervisors Dist 2,,REP,"LINES, JONATHAN W.",1093,891,12,168,22
Yuma,P17,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",2185,1772,28,317,68
Yuma,P18,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",224,173,5,45,1
Yuma,P19,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",90,66,3,20,1
Yuma,P20,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",1686,1165,33,401,87
Yuma,P21,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",0,0,0,0,0
Yuma,P22,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",1871,1493,28,306,44
Yuma,P23,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",1542,1339,14,175,14
Yuma,P24,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",4142,3598,25,451,68
Yuma,P25,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",2233,1903,27,274,29
Yuma,P44,Board of Supervisors Dist 3,,REP,"SIMMONS, DARREN",0,0,0,0,0
Yuma,P26,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",441,369,7,49,16
Yuma,P27,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",544,467,7,58,12
Yuma,P28,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",382,311,10,52,9
Yuma,P29,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",1966,1512,42,346,66
Yuma,P30,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",1715,1382,34,266,33
Yuma,P31,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",2822,2143,77,527,75
Yuma,P32,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",707,564,14,118,11
Yuma,P33,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",304,262,2,35,5
Yuma,P34,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",357,295,0,54,8
Yuma,P43,Board of Supervisors Dist 4,,DEM,"REYES, MARCO A. (TONY)",14,11,0,1,2
Yuma,P35,Board of Supervisors Dist 5,,REP,"MISENHIMER, PAGE",690,605,12,68,5
Yuma,P36,Board of Supervisors Dist 5,,REP,"MISENHIMER, PAGE",735,637,9,80,9
Yuma,P37,Board of Supervisors Dist 5,,REP,"MISENHIMER, PAGE",443,360,9,69,5
Yuma,P38,Board of Supervisors Dist 5,,REP,"MISENHIMER, PAGE",580,471,10,91,8
Yuma,P39,Board of Supervisors Dist 5,,REP,"MISENHIMER, PAGE",734,616,12,102,4
Yuma,P40,Board of Supervisors Dist 5,,REP,"MISENHIMER, PAGE",710,596,10,97,7
Yuma,P41,Board of Supervisors Dist 5,,REP,"MISENHIMER, PAGE",849,717,13,106,13
Yuma,P42,Board of Supervisors Dist 5,,REP,"MISENHIMER, PAGE",854,653,24,150,27
Yuma,P35,Board of Supervisors Dist 5,,DEM,"PANCRAZI, LYNNE",704,621,12,64,7
Yuma,P36,Board of Supervisors Dist 5,,DEM,"PANCRAZI, LYNNE",967,821,14,108,24
Yuma,P37,Board of Supervisors Dist 5,,DEM,"PANCRAZI, LYNNE",937,806,22,88,21
Yuma,P38,Board of Supervisors Dist 5,,DEM,"PANCRAZI, LYNNE",940,811,11,103,15
Yuma,P39,Board of Supervisors Dist 5,,DEM,"PANCRAZI, LYNNE",825,723,11,82,9
Yuma,P40,Board of Supervisors Dist 5,,DEM,"PANCRAZI, LYNNE",828,730,14,73,11
Yuma,P41,Board of Supervisors Dist 5,,DEM,"PANCRAZI, LYNNE",1009,895,9,92,13
Yuma,P42,Board of Supervisors Dist 5,,DEM,"PANCRAZI, LYNNE",1226,1039,12,136,39
Yuma,P01,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",256,207,5,42,2
Yuma,P02,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",390,305,6,71,8
Yuma,P03,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",367,299,8,56,4
Yuma,P04,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1187,981,18,171,17
Yuma,P05,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1238,1054,12,151,21
Yuma,P06,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",554,411,12,111,20
Yuma,P07,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",506,350,16,126,14
Yuma,P08,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",645,588,7,47,3
Yuma,P09,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1436,1161,26,228,21
Yuma,P10,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",2476,2035,43,357,41
Yuma,P11,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1242,981,22,204,35
Yuma,P12,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1152,989,9,136,18
Yuma,P13,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",546,466,14,62,4
Yuma,P14,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",204,158,7,36,3
Yuma,P15,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1130,931,19,168,12
Yuma,P16,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",751,617,8,116,10
Yuma,P17,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1793,1453,27,262,51
Yuma,P18,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",202,160,4,37,1
Yuma,P19,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",57,39,3,14,1
Yuma,P20,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1405,950,29,352,74
Yuma,P21,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",0,0,0,0,0
Yuma,P22,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1498,1167,30,264,37
Yuma,P23,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1282,1097,13,159,13
Yuma,P24,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",3557,3052,30,411,64
Yuma,P25,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1963,1647,27,256,33
Yuma,P26,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",205,167,4,29,5
Yuma,P27,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",370,310,7,49,4
Yuma,P28,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",182,151,4,22,5
Yuma,P29,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",403,256,9,123,15
Yuma,P30,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",394,288,12,83,11
Yuma,P31,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",746,508,21,192,25
Yuma,P32,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",342,274,4,57,7
Yuma,P33,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",287,234,3,48,2
Yuma,P34,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",484,406,2,71,5
Yuma,P35,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",806,705,15,80,6
Yuma,P36,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",852,742,9,89,12
Yuma,P37,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",535,444,12,73,6
Yuma,P38,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",706,584,9,106,7
Yuma,P39,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",832,705,11,114,2
Yuma,P40,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",840,705,13,111,11
Yuma,P41,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",1014,858,15,122,19
Yuma,P42,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",976,764,27,157,28
Yuma,P43,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",16,12,0,3,1
Yuma,P44,County Assessor,,REP,"MORRIS CLARKSON, VICTORIA",0,0,0,0,0
Yuma,P01,County Assessor,,DEM,"ALEXANDRE, DAVID",496,402,7,71,16
Yuma,P02,County Assessor,,DEM,"ALEXANDRE, DAVID",491,401,14,63,13
Yuma,P03,County Assessor,,DEM,"ALEXANDRE, DAVID",520,424,10,73,13
Yuma,P04,County Assessor,,DEM,"ALEXANDRE, DAVID",1453,1252,22,150,29
Yuma,P05,County Assessor,,DEM,"ALEXANDRE, DAVID",656,588,9,54,5
Yuma,P06,County Assessor,,DEM,"ALEXANDRE, DAVID",1032,816,20,172,24
Yuma,P07,County Assessor,,DEM,"ALEXANDRE, DAVID",1527,1195,29,246,57
Yuma,P08,County Assessor,,DEM,"ALEXANDRE, DAVID",394,361,5,17,11
Yuma,P09,County Assessor,,DEM,"ALEXANDRE, DAVID",382,323,6,46,7
Yuma,P10,County Assessor,,DEM,"ALEXANDRE, DAVID",1379,1204,23,136,16
Yuma,P11,County Assessor,,DEM,"ALEXANDRE, DAVID",658,551,8,78,21
