county,precinct,office,district,party,candidate,votes,early_voting,provisional,election_day,late_early
Yuma,P18,Retain Judge CRUZ,,,,43,36,1,5,1
Yuma,P19,Retain Judge CRUZ,,,,10,10,0,0,0
Yuma,P20,Retain Judge CRUZ,,,,302,200,8,71,23
Yuma,P21,Retain Judge CRUZ,,,,0,0,0,0,0
Yuma,P22,Retain Judge CRUZ,,,,351,292,5,45,9
Yuma,P23,Retain Judge CRUZ,,,,247,213,1,30,3
Yuma,P24,Retain Judge CRUZ,,,,670,585,4,68,13
Yuma,P25,Retain Judge CRUZ,,,,419,370,3,40,6
Yuma,P26,Retain Judge CRUZ,,,,79,64,2,11,2
Yuma,P27,Retain Judge CRUZ,,,,115,96,0,18,1
Yuma,P28,Retain Judge CRUZ,,,,60,46,2,11,1
Yuma,P29,Retain Judge CRUZ,,,,244,181,7,52,4
Yuma,P30,Retain Judge CRUZ,,,,218,168,5,39,6
Yuma,P31,Retain Judge CRUZ,,,,372,278,16,67,11
Yuma,P32,Retain Judge CRUZ,,,,103,89,1,13,0
Yuma,P33,Retain Judge CRUZ,,,,69,60,1,8,0
Yuma,P34,Retain Judge CRUZ,,,,92,80,1,11,0
Yuma,P35,Retain Judge CRUZ,,,,172,148,1,23,0
Yuma,P36,Retain Judge CRUZ,,,,217,189,2,22,4
Yuma,P37,Retain Judge CRUZ,,,,184,145,5,28,6
Yuma,P38,Retain Judge CRUZ,,,,220,171,6,42,1
Yuma,P39,Retain Judge CRUZ,,,,199,168,5,26,0
Yuma,P40,Retain Judge CRUZ,,,,179,149,2,24,4
Yuma,P41,Retain Judge CRUZ,,,,237,202,4,30,1
Yuma,P42,Retain Judge CRUZ,,,,251,191,6,41,13
Yuma,P43,Retain Judge CRUZ,,,,1,1,0,0,0
Yuma,P44,Retain Judge CRUZ,,,,0,0,0,0,0
Yuma,P01,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",245,193,5,40,7
Yuma,P02,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",302,240,5,50,7
Yuma,P03,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",323,266,4,50,3
Yuma,P04,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",917,768,12,123,14
Yuma,P05,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",843,728,10,91,14
Yuma,P06,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",468,359,13,83,13
Yuma,P07,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",600,454,13,107,26
Yuma,P08,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",343,316,2,21,4
Yuma,P09,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",834,675,10,134,15
Yuma,P10,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",1317,1102,26,167,22
Yuma,P11,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",815,666,12,109,28
Yuma,P12,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",556,459,5,81,11
Yuma,P13,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",417,353,10,51,3
Yuma,P14,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",154,129,2,21,2
Yuma,P15,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",681,555,15,97,14
Yuma,P16,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",457,391,4,54,8
Yuma,P17,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",1094,900,13,137,44
Yuma,P18,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",77,62,2,13,0
Yuma,P19,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",37,24,3,10,0
Yuma,P20,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",597,416,7,138,36
Yuma,P21,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",0,0,0,0,0
Yuma,P22,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",713,590,12,95,16
Yuma,P23,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",776,675,5,86,10
Yuma,P24,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",1424,1266,6,120,32
Yuma,P25,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",1100,948,13,123,16
Yuma,P26,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",209,183,2,19,5
Yuma,P27,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",247,209,4,32,2
Yuma,P28,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",173,140,2,26,5
Yuma,P29,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",676,509,14,128,25
Yuma,P30,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",599,474,11,106,8
Yuma,P31,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",1009,747,27,209,26
Yuma,P32,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",302,238,3,56,5
Yuma,P33,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",206,170,1,32,3
Yuma,P34,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",202,168,1,30,3
Yuma,P35,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",550,477,6,59,8
Yuma,P36,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",588,506,8,61,13
Yuma,P37,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",480,406,10,54,10
Yuma,P38,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",452,375,4,66,7
Yuma,P39,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",587,498,5,81,3
Yuma,P40,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",514,450,3,55,6
Yuma,P41,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",680,584,7,71,18
Yuma,P42,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",689,556,10,104,19
Yuma,P43,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",10,7,0,2,1
Yuma,P44,Judge of the Superior Court Div. 1,,,"NSON, NATHANIEL",0,0,0,0,0
Yuma,P01,Judge of the Superior Court Div. 1,,,"ES, MARK",410,340,8,54,8
Yuma,P02,Judge of the Superior Court Div. 1,,,"ES, MARK",492,396,12,74,10
Yuma,P03,Judge of the Superior Court Div. 1,,,"ES, MARK",457,373,7,62,15
Yuma,P04,Judge of the Superior Court Div. 1,,,"ES, MARK",1414,1193,20,170,31
Yuma,P05,Judge of the Superior Court Div. 1,,,"ES, MARK",818,726,8,81,3
Yuma,P06,Judge of the Superior Court Div. 1,,,"ES, MARK",920,717,14,162,27
Yuma,P07,Judge of the Superior Court Div. 1,,,"ES, MARK",1160,883,25,216,36
Yuma,P08,Judge of the Superior Court Div. 1,,,"ES, MARK",555,499,7,38,11
Yuma,P09,Judge of the Superior Court Div. 1,,,"ES, MARK",686,554,13,108,11
Yuma,P10,Judge of the Superior Court Div. 1,,,"ES, MARK",1973,1631,32,280,30
Yuma,P11,Judge of the Superior Court Div. 1,,,"ES, MARK",831,665,12,135,19
Yuma,P12,Judge of the Superior Court Div. 1,,,"ES, MARK",924,814,10,91,9
Yuma,P13,Judge of the Superior Court Div. 1,,,"ES, MARK",658,563,9,78,8
Yuma,P14,Judge of the Superior Court Div. 1,,,"ES, MARK",201,163,4,31,3
Yuma,P15,Judge of the Superior Court Div. 1,,,"ES, MARK",1010,869,16,117,8
Yuma,P16,Judge of the Superior Court Div. 1,,,"ES, MARK",823,688,10,112,13
Yuma,P17,Judge of the Superior Court Div. 1,,,"ES, MARK",1069,865,19,159,26
Yuma,P18,Judge of the Superior Court Div. 1,,,"ES, MARK",129,95,3,30,1
Yuma,P19,Judge of the Superior Court Div. 1,,,"ES, MARK",44,36,0,7,1
Yuma,P20,Judge of the Superior Court Div. 1,,,"ES, MARK",911,651,21,199,40
Yuma,P21,Judge of the Superior Court Div. 1,,,"ES, MARK",0,0,0,0,0
Yuma,P22,Judge of the Superior Court Div. 1,,,"ES, MARK",1266,1026,19,191,30
Yuma,P23,Judge of the Superior Court Div. 1,,,"ES, MARK",734,642,9,75,8
Yuma,P24,Judge of the Superior Court Div. 1,,,"ES, MARK",2479,2149,20,284,26
Yuma,P25,Judge of the Superior Court Div. 1,,,"ES, MARK",1054,919,13,114,8
Yuma,P26,Judge of the Superior Court Div. 1,,,"ES, MARK",282,231,5,37,9
Yuma,P27,Judge of the Superior Court Div. 1,,,"ES, MARK",345,290,4,43,8
Yuma,P28,Judge of the Superior Court Div. 1,,,"ES, MARK",247,204,7,31,5
Yuma,P29,Judge of the Superior Court Div. 1,,,"ES, MARK",1278,987,23,230,38
Yuma,P30,Judge of the Superior Court Div. 1,,,"ES, MARK",1100,880,22,173,25
Yuma,P31,Judge of the Superior Court Div. 1,,,"ES, MARK",1823,1373,48,358,44
Yuma,P32,Judge of the Superior Court Div. 1,,,"ES, MARK",452,364,7,73,8
Yuma,P33,Judge of the Superior Court Div. 1,,,"ES, MARK",197,169,3,21,4
Yuma,P34,Judge of the Superior Court Div. 1,,,"ES, MARK",341,291,0,45,5
Yuma,P35,Judge of the Superior Court Div. 1,,,"ES, MARK",641,569,15,53,4
Yuma,P36,Judge of the Superior Court Div. 1,,,"ES, MARK",871,743,11,102,15
Yuma,P37,Judge of the Superior Court Div. 1,,,"ES, MARK",738,621,20,85,12
Yuma,P38,Judge of the Superior Court Div. 1,,,"ES, MARK",858,728,13,105,12
Yuma,P39,Judge of the Superior Court Div. 1,,,"ES, MARK",751,647,18,81,5
Yuma,P40,Judge of the Superior Court Div. 1,,,"ES, MARK",848,725,17,96,10
Yuma,P41,Judge of the Superior Court Div. 1,,,"ES, MARK",948,829,9,102,8
Yuma,P42,Judge of the Superior Court Div. 1,,,"ES, MARK",1157,951,24,147,35
Yuma,P43,Judge of the Superior Court Div. 1,,,"ES, MARK",12,11,0,0,1
Yuma,P44,Judge of the Superior Court Div. 1,,,"ES, MARK",0,0,0,0,0
Yuma,P01,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",604,488,10,92,14
Yuma,P02,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",690,549,16,110,15
Yuma,P03,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",731,592,12,110,17
Yuma,P04,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",2156,1809,31,272,44
Yuma,P05,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1471,1272,18,164,17
Yuma,P06,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1257,970,22,224,41
Yuma,P07,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1609,1209,35,305,60
Yuma,P08,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",814,737,8,58,11
Yuma,P09,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1443,1163,19,235,26
Yuma,P10,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",3013,2479,58,429,47
Yuma,P11,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1491,1188,20,232,51
Yuma,P12,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1327,1136,12,160,19
Yuma,P13,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1005,854,18,125,8
Yuma,P14,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",333,274,6,49,4
Yuma,P15,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1513,1268,25,199,21
Yuma,P16,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1149,956,12,161,20
Yuma,P17,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",2006,1624,26,291,65
Yuma,P18,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",179,132,4,43,0
Yuma,P19,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",74,56,2,16,0
Yuma,P20,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1405,998,26,321,60
Yuma,P21,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",0,0,0,0,0
Yuma,P22,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1806,1458,29,278,41
Yuma,P23,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1384,1206,14,150,14
Yuma,P24,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",3588,3132,24,375,57
Yuma,P25,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1976,1697,26,226,27
Yuma,P26,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",459,386,6,54,13
Yuma,P27,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",549,469,6,68,6
Yuma,P28,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",375,312,6,50,7
Yuma,P29,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1729,1325,33,315,56
Yuma,P30,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1456,1161,28,239,28
Yuma,P31,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",2522,1912,67,475,68
Yuma,P32,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",695,556,11,115,13
Yuma,P33,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",351,296,4,47,4
Yuma,P34,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",504,420,1,75,8
Yuma,P35,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1068,928,21,108,11
Yuma,P36,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1330,1131,15,158,26
Yuma,P37,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1141,972,27,127,15
Yuma,P38,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1169,980,16,158,15
Yuma,P39,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1213,1033,21,152,7
Yuma,P40,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1204,1035,18,136,15
Yuma,P41,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1455,1262,15,154,24
Yuma,P42,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",1638,1336,25,225,52
Yuma,P43,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",22,18,0,2,2
Yuma,P44,Judge of the Superior Court Div. 2,,,"AR, R. ERIN",0,0,0,0,0
Yuma,P01,Judge of the Superior Court Div. 4,,,", DAVID",595,478,11,91,15
Yuma,P02,Judge of the Superior Court Div. 4,,,", DAVID",707,558,16,116,17
Yuma,P03,Judge of the Superior Court Div. 4,,,", DAVID",725,589,11,108,17
Yuma,P04,Judge of the Superior Court Div. 4,,,", DAVID",2149,1806,29,272,42
Yuma,P05,Judge of the Superior Court Div. 4,,,", DAVID",1481,1281,18,168,14
Yuma,P06,Judge of the Superior Court Div. 4,,,", DAVID",1251,967,21,226,37
Yuma,P07,Judge of the Superior Court Div. 4,,,", DAVID",1609,1208,36,306,59
Yuma,P08,Judge of the Superior Court Div. 4,,,", DAVID",832,754,9,57,12
Yuma,P09,Judge of the Superior Court Div. 4,,,", DAVID",1471,1195,16,236,24
Yuma,P10,Judge of the Superior Court Div. 4,,,", DAVID",3008,2476,58,426,48
Yuma,P11,Judge of the Superior Court Div. 4,,,", DAVID",1505,1203,21,231,50
Yuma,P12,Judge of the Superior Court Div. 4,,,", DAVID",1359,1162,13,160,24
Yuma,P13,Judge of the Superior Court Div. 4,,,", DAVID",1010,859,18,125,8
Yuma,P14,Judge of the Superior Court Div. 4,,,", DAVID",339,281,5,49,4
Yuma,P15,Judge of the Superior Court Div. 4,,,", DAVID",1545,1297,26,201,21
Yuma,P16,Judge of the Superior Court Div. 4,,,", DAVID",1142,955,11,157,19
Yuma,P17,Judge of the Superior Court Div. 4,,,", DAVID",2019,1636,25,292,66
Yuma,P18,Judge of the Superior Court Div. 4,,,", DAVID",180,132,4,44,0
Yuma,P19,Judge of the Superior Court Div. 4,,,", DAVID",72,53,2,17,0
Yuma,P20,Judge of the Superior Court Div. 4,,,", DAVID",1438,1020,27,327,64
Yuma,P21,Judge of the Superior Court Div. 4,,,", DAVID",0,0,0,0,0
Yuma,P22,Judge of the Superior Court Div. 4,,,", DAVID",1806,1459,28,280,39
Yuma,P23,Judge of the Superior Court Div. 4,,,", DAVID",1420,1240,14,150,16
Yuma,P24,Judge of the Superior Court Div. 4,,,", DAVID",3630,3165,24,384,57
Yuma,P25,Judge of the Superior Court Div. 4,,,", DAVID",2031,1746,26,231,28
Yuma,P26,Judge of the Superior Court Div. 4,,,", DAVID",455,385,6,53,11
Yuma,P27,Judge of the Superior Court Div. 4,,,", DAVID",557,473,7,71,6
Yuma,P28,Judge of the Superior Court Div. 4,,,", DAVID",378,319,7,45,7
Yuma,P29,Judge of the Superior Court Div. 4,,,", DAVID",1723,1313,34,322,54
Yuma,P30,Judge of the Superior Court Div. 4,,,", DAVID",1461,1159,30,245,27
Yuma,P31,Judge of the Superior Court Div. 4,,,", DAVID",2540,1910,67,494,69
Yuma,P32,Judge of the Superior Court Div. 4,,,", DAVID",697,554,11,119,13
Yuma,P33,Judge of the Superior Court Div. 4,,,", DAVID",358,304,4,46,4
Yuma,P34,Judge of the Superior Court Div. 4,,,", DAVID",517,434,1,74,8
Yuma,P35,Judge of the Superior Court Div. 4,,,", DAVID",1106,966,21,110,9
Yuma,P36,Judge of the Superior Court Div. 4,,,", DAVID",1353,1154,14,159,26
Yuma,P37,Judge of the Superior Court Div. 4,,,", DAVID",1137,970,25,127,15
Yuma,P38,Judge of the Superior Court Div. 4,,,", DAVID",1176,978,17,163,18
Yuma,P39,Judge of the Superior Court Div. 4,,,", DAVID",1241,1061,21,153,6
Yuma,P40,Judge of the Superior Court Div. 4,,,", DAVID",1226,1051,18,143,14
Yuma,P41,Judge of the Superior Court Div. 4,,,", DAVID",1487,1289,16,157,25
Yuma,P42,Judge of the Superior Court Div. 4,,,", DAVID",1645,1340,27,227,51
Yuma,P43,Judge of the Superior Court Div. 4,,,", DAVID",24,20,0,2,2
Yuma,P44,Judge of the Superior Court Div. 4,,,", DAVID",0,0,0,0,0
Yuma,P01,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",576,465,9,88,14
Yuma,P02,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",682,541,15,112,14
Yuma,P03,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",713,578,12,106,17
Yuma,P04,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",2098,1761,29,265,43
Yuma,P05,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1416,1220,18,163,15
Yuma,P06,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1214,935,20,220,39
Yuma,P07,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1578,1185,35,299,59
Yuma,P08,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",779,709,8,52,10
Yuma,P09,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1413,1143,15,232,23
Yuma,P10,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",2936,2414,57,421,44
Yuma,P11,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1457,1162,19,231,45
Yuma,P12,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1301,1109,13,158,21
Yuma,P13,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",980,827,19,126,8
Yuma,P14,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",318,265,5,44,4
Yuma,P15,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1439,1206,25,189,19
Yuma,P16,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1117,929,13,156,19
Yuma,P17,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1967,1591,25,285,66
Yuma,P18,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",179,131,4,44,0
Yuma,P19,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",72,53,2,17,0
Yuma,P20,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1386,992,25,312,57
Yuma,P21,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",0,0,0,0,0
Yuma,P22,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1745,1412,26,268,39
Yuma,P23,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1353,1179,14,147,13
Yuma,P24,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",3499,3046,23,375,55
Yuma,P25,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1940,1664,24,225,27
Yuma,P26,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",442,374,4,53,11
Yuma,P27,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",541,462,6,67,6
Yuma,P28,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",365,305,7,47,6
Yuma,P29,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1697,1298,34,309,56
Yuma,P30,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1420,1129,30,235,26
Yuma,P31,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",2475,1872,63,472,68
Yuma,P32,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",673,534,11,115,13
Yuma,P33,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",339,285,4,46,4
Yuma,P34,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",506,423,1,74,8
Yuma,P35,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1058,923,20,106,9
Yuma,P36,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1282,1087,12,157,26
Yuma,P37,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1100,936,24,126,14
Yuma,P38,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1130,943,16,156,15
Yuma,P39,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1193,1014,21,152,6
Yuma,P40,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1187,1019,18,136,14
Yuma,P41,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1433,1240,16,153,24
Yuma,P42,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",1593,1295,25,221,52
Yuma,P43,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",21,17,0,2,2
Yuma,P44,Judge of the Superior Court Div. 6,,,"EY, BRANDON S.",0,0,0,0,0
Yuma,P07,Board Member Gadsden ESD 32,,,"A HOYA, TADEO AZAEL",0,0,0,0,0
Yuma,P28,Board Member Gadsden ESD 32,,,"A HOYA, TADEO AZAEL",81,64,3,13,1
Yuma,P29,Board Member Gadsden ESD 32,,,"A HOYA, TADEO AZAEL",1199,929,17,215,38
Yuma,P30,Board Member Gadsden ESD 32,,,"A HOYA, TADEO AZAEL",1141,904,23,189,25
Yuma,P31,Board Member Gadsden ESD 32,,,"A HOYA, TADEO AZAEL",1397,1053,27,287,30
Yuma,P07,Board Member Gadsden ESD 32,,,"ER, GARY",0,0,0,0,0
Yuma,P28,Board Member Gadsden ESD 32,,,"ER, GARY",48,35,4,7,2
Yuma,P29,Board Member Gadsden ESD 32,,,"ER, GARY",585,421,11,133,20
Yuma,P30,Board Member Gadsden ESD 32,,,"ER, GARY",566,439,11,100,16
Yuma,P31,Board Member Gadsden ESD 32,,,"ER, GARY",809,610,15,164,20
Yuma,P07,Board Member Gadsden ESD 32,,,"LA, ROSA",0,0,0,0,0
Yuma,P28,Board Member Gadsden ESD 32,,,"LA, ROSA",90,72,3,14,1
Yuma,P29,Board Member Gadsden ESD 32,,,"LA, ROSA",1322,1035,23,225,39
Yuma,P30,Board Member Gadsden ESD 32,,,"LA, ROSA",1139,928,15,175,21
Yuma,P31,Board Member Gadsden ESD 32,,,"LA, ROSA",1467,1107,24,298,38
Yuma,P01,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",216,176,3,29,8
Yuma,P02,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",272,230,1,36,5
Yuma,P03,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",208,180,0,25,3
Yuma,P04,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",678,614,4,50,10
Yuma,P05,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",572,526,1,38,7
Yuma,P06,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",347,282,4,53,8
Yuma,P07,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",448,351,9,73,15
Yuma,P08,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",380,354,2,19,5
Yuma,P09,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",531,461,4,60,6
Yuma,P10,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",867,740,11,110,6
Yuma,P11,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",523,434,7,66,16
Yuma,P12,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",666,598,1,57,10
Yuma,P13,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",410,360,4,42,4
Yuma,P14,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",136,118,1,15,2
Yuma,P15,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",606,546,5,51,4
Yuma,P16,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",449,390,1,50,8
Yuma,P17,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",675,573,10,74,18
Yuma,P18,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",72,50,1,20,1
Yuma,P19,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",2,1,0,1,0
Yuma,P20,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",569,434,8,97,30
Yuma,P21,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",0,0,0,0,0
Yuma,P22,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",576,495,3,66,12
Yuma,P23,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",508,451,1,49,7
Yuma,P24,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",1428,1257,9,143,19
Yuma,P25,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",995,867,11,108,9
Yuma,P26,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",103,89,2,11,1
Yuma,P27,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",182,165,1,12,4
Yuma,P28,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",127,115,3,9,0
Yuma,P29,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",359,253,6,87,13
Yuma,P30,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",366,279,9,73,5
Yuma,P31,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",615,417,22,160,16
Yuma,P32,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",206,174,0,29,3
Yuma,P33,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",126,104,1,20,1
Yuma,P34,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",185,166,0,19,0
Yuma,P35,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",452,422,4,22,4
Yuma,P36,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",546,488,4,47,7
Yuma,P37,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",440,402,4,26,8
Yuma,P38,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",484,434,4,43,3
Yuma,P39,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",515,464,3,45,3
Yuma,P40,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",468,419,4,41,4
Yuma,P41,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",590,527,5,52,6
Yuma,P42,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",571,493,2,61,15
Yuma,P43,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",13,10,0,2,1
