county,precinct,office,district,candidate,party,votes,early_voting,election_day,late_early_voting,provisional,subjurisdiction
Yuma,PRECINCT 033,Clerk of Superior Court,,"FAZZ, LYNN",REP,26,17,6,2,0,
Yuma,PRECINCT 034,Clerk of Superior Court,,"FAZZ, LYNN",REP,36,23,7,4,0,
Yuma,PRECINCT 035,Clerk of Superior Court,,"FAZZ, LYNN",REP,77,50,17,7,1,
Yuma,PRECINCT 036,Clerk of Superior Court,,"FAZZ, LYNN",REP,89,58,18,11,1,
Yuma,PRECINCT 037,Clerk of Superior Court,,"FAZZ, LYNN",REP,63,41,15,5,1,
Yuma,PRECINCT 038,Clerk of Superior Court,,"FAZZ, LYNN",REP,77,48,16,11,1,
Yuma,PRECINCT 039,Clerk of Superior Court,,"FAZZ, LYNN",REP,84,55,18,8,1,
Yuma,PRECINCT 040,Clerk of Superior Court,,"FAZZ, LYNN",REP,86,60,16,9,0,
Yuma,PRECINCT 041,Clerk of Superior Court,,"FAZZ, LYNN",REP,99,60,21,16,0,
Yuma,PRECINCT 042,Clerk of Superior Court,,"FAZZ, LYNN",REP,99,60,18,18,1,
Yuma,PRECINCT 043,Clerk of Superior Court,,"FAZZ, LYNN",REP,2,1,0,0,0,
Yuma,PRECINCT 044,Clerk of Superior Court,,"FAZZ, LYNN",REP,0,0,0,0,0,
Yuma,PRECINCT 001,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 002,Clerk of Superior Court,,WRITE-IN,NON,1,0,1,0,0,
Yuma,PRECINCT 003,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 004,Clerk of Superior Court,,WRITE-IN,NON,5,2,2,0,0,
Yuma,PRECINCT 005,Clerk of Superior Court,,WRITE-IN,NON,2,1,0,0,0,
Yuma,PRECINCT 006,Clerk of Superior Court,,WRITE-IN,NON,2,1,1,0,0,
Yuma,PRECINCT 007,Clerk of Superior Court,,WRITE-IN,NON,5,2,2,1,0,
Yuma,PRECINCT 008,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 009,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 010,Clerk of Superior Court,,WRITE-IN,NON,4,2,1,0,0,
Yuma,PRECINCT 011,Clerk of Superior Court,,WRITE-IN,NON,2,1,0,0,0,
Yuma,PRECINCT 012,Clerk of Superior Court,,WRITE-IN,NON,1,1,0,0,0,
Yuma,PRECINCT 013,Clerk of Superior Court,,WRITE-IN,NON,2,1,1,0,0,
Yuma,PRECINCT 014,Clerk of Superior Court,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 015,Clerk of Superior Court,,WRITE-IN,NON,2,1,0,0,0,
Yuma,PRECINCT 016,Clerk of Superior Court,,WRITE-IN,NON,2,1,0,0,0,
Yuma,PRECINCT 017,Clerk of Superior Court,,WRITE-IN,NON,3,2,0,0,0,
Yuma,PRECINCT 018,Clerk of Superior Court,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 019,Clerk of Superior Court,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 020,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 021,Clerk of Superior Court,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 022,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 023,Clerk of Superior Court,,WRITE-IN,NON,1,1,0,0,0,
Yuma,PRECINCT 024,Clerk of Superior Court,,WRITE-IN,NON,3,2,0,0,0,
Yuma,PRECINCT 025,Clerk of Superior Court,,WRITE-IN,NON,1,1,0,0,0,
Yuma,PRECINCT 026,Clerk of Superior Court,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 027,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 028,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 029,Clerk of Superior Court,,WRITE-IN,NON,4,1,2,1,0,
Yuma,PRECINCT 030,Clerk of Superior Court,,WRITE-IN,NON,3,1,1,0,0,
Yuma,PRECINCT 031,Clerk of Superior Court,,WRITE-IN,NON,6,2,2,1,0,
Yuma,PRECINCT 032,Clerk of Superior Court,,WRITE-IN,NON,2,1,0,0,0,
Yuma,PRECINCT 033,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 034,Clerk of Superior Court,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 035,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 036,Clerk of Superior Court,,WRITE-IN,NON,2,1,0,0,0,
Yuma,PRECINCT 037,Clerk of Superior Court,,WRITE-IN,NON,3,2,1,0,0,
Yuma,PRECINCT 038,Clerk of Superior Court,,WRITE-IN,NON,2,1,1,0,0,
Yuma,PRECINCT 039,Clerk of Superior Court,,WRITE-IN,NON,2,0,1,0,0,
Yuma,PRECINCT 040,Clerk of Superior Court,,WRITE-IN,NON,1,0,0,0,0,
Yuma,PRECINCT 041,Clerk of Superior Court,,WRITE-IN,NON,3,1,0,0,0,
Yuma,PRECINCT 042,Clerk of Superior Court,,WRITE-IN,NON,4,2,1,0,0,
Yuma,PRECINCT 043,Clerk of Superior Court,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 044,Clerk of Superior Court,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 001,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 002,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 003,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 004,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 005,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 006,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 007,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 008,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 009,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 010,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 011,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 012,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 013,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 014,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 015,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 016,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 017,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 018,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 021,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 023,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 024,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 025,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 026,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 028,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 029,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 030,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 031,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 032,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 033,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 034,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 035,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 036,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 037,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 038,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 039,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 040,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 041,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 042,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 043,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,Clerk of Superior Court,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,Clerk of Superior Court,,UNDER VOTES,,11,6,3,1,0,
Yuma,PRECINCT 002,Clerk of Superior Court,,UNDER VOTES,,14,7,3,3,0,
Yuma,PRECINCT 003,Clerk of Superior Court,,UNDER VOTES,,12,8,2,1,0,
Yuma,PRECINCT 004,Clerk of Superior Court,,UNDER VOTES,,46,30,7,7,1,
Yuma,PRECINCT 005,Clerk of Superior Court,,UNDER VOTES,,22,15,4,2,0,
Yuma,PRECINCT 006,Clerk of Superior Court,,UNDER VOTES,,35,16,8,9,1,
Yuma,PRECINCT 007,Clerk of Superior Court,,UNDER VOTES,,57,26,15,14,1,
Yuma,PRECINCT 008,Clerk of Superior Court,,UNDER VOTES,,12,9,1,0,0,
Yuma,PRECINCT 009,Clerk of Superior Court,,UNDER VOTES,,17,11,2,3,0,
Yuma,PRECINCT 010,Clerk of Superior Court,,UNDER VOTES,,39,28,4,4,1,
Yuma,PRECINCT 011,Clerk of Superior Court,,UNDER VOTES,,25,15,4,4,0,
Yuma,PRECINCT 012,Clerk of Superior Court,,UNDER VOTES,,19,13,3,2,0,
Yuma,PRECINCT 013,Clerk of Superior Court,,UNDER VOTES,,19,13,3,2,0,
Yuma,PRECINCT 014,Clerk of Superior Court,,UNDER VOTES,,5,3,1,0,0,
Yuma,PRECINCT 015,Clerk of Superior Court,,UNDER VOTES,,27,18,4,3,1,
Yuma,PRECINCT 016,Clerk of Superior Court,,UNDER VOTES,,19,12,3,2,0,
Yuma,PRECINCT 017,Clerk of Superior Court,,UNDER VOTES,,30,22,5,3,0,
Yuma,PRECINCT 018,Clerk of Superior Court,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 019,Clerk of Superior Court,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 020,Clerk of Superior Court,,UNDER VOTES,,24,15,5,3,0,
Yuma,PRECINCT 021,Clerk of Superior Court,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,Clerk of Superior Court,,UNDER VOTES,,27,18,4,4,0,
Yuma,PRECINCT 023,Clerk of Superior Court,,UNDER VOTES,,22,19,1,1,0,
Yuma,PRECINCT 024,Clerk of Superior Court,,UNDER VOTES,,56,46,6,3,0,
Yuma,PRECINCT 025,Clerk of Superior Court,,UNDER VOTES,,34,27,3,3,0,
Yuma,PRECINCT 026,Clerk of Superior Court,,UNDER VOTES,,6,4,0,1,0,
Yuma,PRECINCT 027,Clerk of Superior Court,,UNDER VOTES,,9,4,2,1,0,
Yuma,PRECINCT 028,Clerk of Superior Court,,UNDER VOTES,,9,5,2,1,0,
Yuma,PRECINCT 029,Clerk of Superior Court,,UNDER VOTES,,62,27,16,18,0,
Yuma,PRECINCT 030,Clerk of Superior Court,,UNDER VOTES,,63,30,12,20,0,
Yuma,PRECINCT 031,Clerk of Superior Court,,UNDER VOTES,,79,33,17,27,0,
Yuma,PRECINCT 032,Clerk of Superior Court,,UNDER VOTES,,18,10,4,3,0,
Yuma,PRECINCT 033,Clerk of Superior Court,,UNDER VOTES,,7,4,1,1,0,
Yuma,PRECINCT 034,Clerk of Superior Court,,UNDER VOTES,,6,4,0,1,0,
Yuma,PRECINCT 035,Clerk of Superior Court,,UNDER VOTES,,21,15,2,3,0,
Yuma,PRECINCT 036,Clerk of Superior Court,,UNDER VOTES,,25,16,5,2,0,
Yuma,PRECINCT 037,Clerk of Superior Court,,UNDER VOTES,,22,12,5,4,0,
Yuma,PRECINCT 038,Clerk of Superior Court,,UNDER VOTES,,23,15,3,3,0,
Yuma,PRECINCT 039,Clerk of Superior Court,,UNDER VOTES,,23,16,3,3,0,
Yuma,PRECINCT 040,Clerk of Superior Court,,UNDER VOTES,,24,16,3,3,0,
Yuma,PRECINCT 041,Clerk of Superior Court,,UNDER VOTES,,25,16,3,4,0,
Yuma,PRECINCT 042,Clerk of Superior Court,,UNDER VOTES,,31,18,7,5,0,
Yuma,PRECINCT 043,Clerk of Superior Court,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,Clerk of Superior Court,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,32,21,6,3,0,Prec. 1
Yuma,PRECINCT 002,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,41,24,11,4,0,Prec. 1
Yuma,PRECINCT 003,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,38,24,7,5,0,Prec. 1
Yuma,PRECINCT 004,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,120,79,24,14,1,Prec. 1
Yuma,PRECINCT 008,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,62,48,8,5,0,Prec. 1
Yuma,PRECINCT 009,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,99,61,21,14,1,Prec. 1
Yuma,PRECINCT 010,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,176,124,30,18,3,Prec. 1
Yuma,PRECINCT 011,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,95,56,24,13,1,Prec. 1
Yuma,PRECINCT 012,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,105,75,19,10,0,Prec. 1
Yuma,PRECINCT 013,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,53,33,10,8,1,Prec. 1
Yuma,PRECINCT 014,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,22,13,6,1,0,Prec. 1
Yuma,PRECINCT 015,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,107,71,23,9,1,Prec. 1
Yuma,PRECINCT 016,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,75,49,16,8,1,Prec. 1
Yuma,PRECINCT 017,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,148,106,26,13,1,Prec. 1
Yuma,PRECINCT 018,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,12,7,3,0,0,Prec. 1
Yuma,PRECINCT 022,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,116,79,24,10,1,Prec. 1
Yuma,PRECINCT 023,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,113,86,17,8,1,Prec. 1
Yuma,PRECINCT 024,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,284,225,38,17,2,Prec. 1
Yuma,PRECINCT 025,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,156,114,25,14,2,Prec. 1
Yuma,PRECINCT 026,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,21,12,4,4,0,Prec. 1
Yuma,PRECINCT 027,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,37,25,7,4,0,Prec. 1
Yuma,PRECINCT 034,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,36,23,7,4,0,Prec. 1
Yuma,PRECINCT 035,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,76,50,17,7,1,Prec. 1
Yuma,PRECINCT 036,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,88,57,19,11,1,Prec. 1
Yuma,PRECINCT 037,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,62,41,14,5,1,Prec. 1
Yuma,PRECINCT 038,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,76,47,16,11,1,Prec. 1
Yuma,PRECINCT 039,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,82,54,17,8,1,Prec. 1
Yuma,PRECINCT 040,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,86,60,16,9,0,Prec. 1
Yuma,PRECINCT 041,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,98,59,21,16,0,Prec. 1
Yuma,PRECINCT 042,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,96,60,18,16,1,Prec. 1
Yuma,PRECINCT 043,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,2,1,0,0,0,Prec. 1
Yuma,PRECINCT 044,Justice of the Peace Prec. 1,,"STEWART, GREGORY",REP,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 001,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 002,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 003,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 004,Justice of the Peace Prec. 1,,WRITE-IN,NON,5,2,2,0,0,Prec. 1
Yuma,PRECINCT 008,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,1,0,0,0,Prec. 1
Yuma,PRECINCT 009,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 010,Justice of the Peace Prec. 1,,WRITE-IN,NON,3,2,1,0,0,Prec. 1
Yuma,PRECINCT 011,Justice of the Peace Prec. 1,,WRITE-IN,NON,2,1,0,0,0,Prec. 1
Yuma,PRECINCT 012,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,1,0,0,0,Prec. 1
Yuma,PRECINCT 013,Justice of the Peace Prec. 1,,WRITE-IN,NON,2,1,1,0,0,Prec. 1
Yuma,PRECINCT 014,Justice of the Peace Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 015,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,1,0,0,0,Prec. 1
Yuma,PRECINCT 016,Justice of the Peace Prec. 1,,WRITE-IN,NON,2,1,0,0,0,Prec. 1
Yuma,PRECINCT 017,Justice of the Peace Prec. 1,,WRITE-IN,NON,3,2,0,0,0,Prec. 1
Yuma,PRECINCT 018,Justice of the Peace Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 022,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 023,Justice of the Peace Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 024,Justice of the Peace Prec. 1,,WRITE-IN,NON,2,2,0,0,0,Prec. 1
Yuma,PRECINCT 025,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,1,0,0,0,Prec. 1
Yuma,PRECINCT 026,Justice of the Peace Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 027,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 034,Justice of the Peace Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 035,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 036,Justice of the Peace Prec. 1,,WRITE-IN,NON,3,2,0,0,0,Prec. 1
Yuma,PRECINCT 037,Justice of the Peace Prec. 1,,WRITE-IN,NON,3,1,1,0,0,Prec. 1
Yuma,PRECINCT 038,Justice of the Peace Prec. 1,,WRITE-IN,NON,2,1,1,0,0,Prec. 1
Yuma,PRECINCT 039,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,1,0,0,Prec. 1
Yuma,PRECINCT 040,Justice of the Peace Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 041,Justice of the Peace Prec. 1,,WRITE-IN,NON,3,2,0,1,0,Prec. 1
Yuma,PRECINCT 042,Justice of the Peace Prec. 1,,WRITE-IN,NON,5,2,1,0,0,Prec. 1
Yuma,PRECINCT 043,Justice of the Peace Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 044,Justice of the Peace Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 001,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 002,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 003,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 004,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 008,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 009,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 010,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 011,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 012,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 013,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 014,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 015,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 016,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 017,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 018,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 022,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 023,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 024,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 025,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 026,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 027,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 034,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 035,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 036,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 037,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 038,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 039,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 040,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 041,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 042,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 043,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 044,Justice of the Peace Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 001,Justice of the Peace Prec. 1,,UNDER VOTES,,13,6,3,2,0,Prec. 1
Yuma,PRECINCT 002,Justice of the Peace Prec. 1,,UNDER VOTES,,15,7,4,3,0,Prec. 1
Yuma,PRECINCT 003,Justice of the Peace Prec. 1,,UNDER VOTES,,13,8,3,1,0,Prec. 1
Yuma,PRECINCT 004,Justice of the Peace Prec. 1,,UNDER VOTES,,47,31,7,7,1,Prec. 1
Yuma,PRECINCT 008,Justice of the Peace Prec. 1,,UNDER VOTES,,13,10,1,0,0,Prec. 1
Yuma,PRECINCT 009,Justice of the Peace Prec. 1,,UNDER VOTES,,16,10,2,3,0,Prec. 1
Yuma,PRECINCT 010,Justice of the Peace Prec. 1,,UNDER VOTES,,41,30,5,5,1,Prec. 1
Yuma,PRECINCT 011,Justice of the Peace Prec. 1,,UNDER VOTES,,25,16,4,4,0,Prec. 1
Yuma,PRECINCT 012,Justice of the Peace Prec. 1,,UNDER VOTES,,19,12,3,2,0,Prec. 1
Yuma,PRECINCT 013,Justice of the Peace Prec. 1,,UNDER VOTES,,20,13,4,2,0,Prec. 1
Yuma,PRECINCT 014,Justice of the Peace Prec. 1,,UNDER VOTES,,5,3,1,0,0,Prec. 1
Yuma,PRECINCT 015,Justice of the Peace Prec. 1,,UNDER VOTES,,28,19,4,3,1,Prec. 1
Yuma,PRECINCT 016,Justice of the Peace Prec. 1,,UNDER VOTES,,20,13,3,3,0,Prec. 1
Yuma,PRECINCT 017,Justice of the Peace Prec. 1,,UNDER VOTES,,31,22,5,3,0,Prec. 1
Yuma,PRECINCT 018,Justice of the Peace Prec. 1,,UNDER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 022,Justice of the Peace Prec. 1,,UNDER VOTES,,27,18,4,4,0,Prec. 1
Yuma,PRECINCT 023,Justice of the Peace Prec. 1,,UNDER VOTES,,23,19,2,1,0,Prec. 1
Yuma,PRECINCT 024,Justice of the Peace Prec. 1,,UNDER VOTES,,59,48,6,3,0,Prec. 1
Yuma,PRECINCT 025,Justice of the Peace Prec. 1,,UNDER VOTES,,35,27,3,3,0,Prec. 1
Yuma,PRECINCT 026,Justice of the Peace Prec. 1,,UNDER VOTES,,6,4,0,1,0,Prec. 1
Yuma,PRECINCT 027,Justice of the Peace Prec. 1,,UNDER VOTES,,9,5,2,1,0,Prec. 1
Yuma,PRECINCT 034,Justice of the Peace Prec. 1,,UNDER VOTES,,6,4,0,1,0,Prec. 1
Yuma,PRECINCT 035,Justice of the Peace Prec. 1,,UNDER VOTES,,21,15,2,3,0,Prec. 1
Yuma,PRECINCT 036,Justice of the Peace Prec. 1,,UNDER VOTES,,26,17,5,3,0,Prec. 1
Yuma,PRECINCT 037,Justice of the Peace Prec. 1,,UNDER VOTES,,23,12,6,4,0,Prec. 1
Yuma,PRECINCT 038,Justice of the Peace Prec. 1,,UNDER VOTES,,24,16,3,4,0,Prec. 1
